"Team","Season","Conference","Wins","Losses","Ties","Winning_Pct","Simple_Rating_System","Strength_Of_Schedule","AP_Poll_Preseason_Rank","AP_Poll_Postseason_Rank","AP_Poll_Highest_Rank","SOS","Bowl_Game","AP_High","AP_Post","Coach(es)","Bowl","Bowl_Result","Notes"
"texas",1937,"SWC",2,6,1,0.278,1,5,"0","0.167","6.7",11.03,NA,NA,NA,"Dana Bible (2-6-1)","","",""
"texas",1936,"SWC",2,6,1,0.278,1,5,"0","0.167","4.66",11.21,NA,NA,NA,"Jack Chevigny (2-6-1)","","",""
"texas",1935,"SWC",4,6,0,0.4,1,5,"0","0.167","4.72",8.42,NA,NA,NA,"Jack Chevigny (4-6)","","",""
"texas",1934,"SWC",7,2,1,0.75,4,1,"1","0.75","12.84",6.74,NA,NA,NA,"Jack Chevigny (7-2-1)","","",""
"texas",1933,"SWC",4,5,2,0.455,2,3,"1","0.417","2.85",3.76,NA,NA,NA,"Clyde Littlefield (4-5-2)","","",""
"texas",1932,"SWC",8,2,0,0.8,5,1,"0","0.833","13.72",1.92,NA,NA,NA,"Clyde Littlefield (8-2)","","",""
"texas",1931,"SWC",6,4,0,0.6,2,3,"0","0.4","8.05",2.95,NA,NA,NA,"Clyde Littlefield (6-4)","","",""
"texas",1930,"SWC",8,1,1,0.85,4,1,"0","0.8","14.38",0.58,NA,NA,NA,"Clyde Littlefield (8-1-1)","","",""
"texas",1929,"SWC",5,2,2,0.667,2,2,"2","0.5","9.62",0.51,NA,NA,NA,"Clyde Littlefield (5-2-2)","","",""
"texas",1928,"SWC",7,2,0,0.778,5,1,"0","0.833","10.58",2.25,NA,NA,NA,"Clyde Littlefield (7-2)","","",""
"texas",1927,"SWC",6,2,1,0.722,2,2,"1","0.5","6.15",-1.08,NA,NA,NA,"Clyde Littlefield (6-2-1)","","",""
"texas",1926,"SWC",5,4,0,0.556,2,2,"0","0.5","8.18",0.73,NA,NA,NA,"Edward Stewart (5-4)","","",""
"texas",1925,"SWC",6,2,1,0.722,2,1,"1","0.625","9.41",-0.7,NA,NA,NA,"Edward Stewart (6-2-1)","","",""
"texas",1924,"SWC",5,3,1,0.611,2,3,"0","0.4","3.78",-0.33,NA,NA,NA,"Edward Stewart (5-3-1)","","",""
"texas",1923,"SWC",8,0,1,0.944,2,0,"1","0.833","15.46",-1.76,NA,NA,NA,"Edward Stewart (8-0-1)","","",""
"texas",1922,"SWC",7,2,0,0.778,2,1,"0","0.667","12.42",-0.8,NA,NA,NA,"Berry Whitaker (7-2)","","",""
"texas",1921,"SWC",6,1,1,0.813,1,0,"1","0.75","12.54",-2.58,NA,NA,NA,"Berry Whitaker (6-1-1)","","",""
"texas",1920,"SWC",9,0,0,1,5,0,"0","1","14.1",-6.67,NA,NA,NA,"Berry Whitaker (9-0)","","",""
"texas",1919,"SWC",6,3,0,0.667,3,2,"0","0.6","7.05",-3.5,NA,NA,NA,"William Juneau (6-3)","","",""
"texas",1918,"SWC",9,0,0,1,4,0,"0","1","16.78",-2.22,NA,NA,NA,"William Juneau (9-0)","","",""
"texas",1917,"SWC",4,4,0,0.5,2,4,"0","0.333","8.06",3.81,NA,NA,NA,"William Juneau (4-4)","","",""
"texas",1916,"SWC",7,2,0,0.778,6,1,"0","0.857","12.95",2.06,NA,NA,NA,"Conrad Van Gent (7-2)","","",""
"texas",1915,"SWC",6,3,0,0.667,2,2,"0","0.5","14.93",4.6,NA,NA,NA,"Dave Allerdice (6-3)","","",""
"texas",1914,"Ind",8,0,0,1,NA,NA,"Unranked","Unranked","18.74",-4.26,NA,NA,NA,"Dave Allerdice (8-0)","","",""
"texas",1913,"Ind",7,1,0,0.875,NA,NA,"Unranked","Unranked","6.65",-4.85,NA,NA,NA,"Dave Allerdice (7-1)","","",""
"texas",1912,"Ind",7,1,0,0.875,NA,NA,"Unranked","Unranked","6.82",-6.05,NA,NA,NA,"Dave Allerdice (7-1)","","",""
"texas",1911,"Ind",5,2,0,0.714,NA,NA,"Unranked","Unranked","10.53",5.1,NA,NA,NA,"Dave Allerdice (5-2)","","",""
"texas",1910,"Ind",5,2,1,0.688,NA,NA,"Unranked","Unranked","9.02",1.27,NA,NA,NA,"Bill Wasmund (6-2)","","","record adjusted to 6-2-0 by NCAA"
"texas",1909,"Ind",4,3,1,0.563,NA,NA,"Unranked","Unranked","8.24",3.11,NA,NA,NA,"Dexter Draper (4-3-1)","","",""
"texas",1908,"Ind",5,4,0,0.556,NA,NA,"Unranked","Unranked","-1.2",-3.76,NA,NA,NA,"W.E. Metzenthin (5-4)","","",""
"texas",1907,"Ind",6,1,1,0.813,NA,NA,"Unranked","Unranked","11.81",1.06,NA,NA,NA,"W.E. Metzenthin (6-1-1)","","",""
"texas",1906,"Ind",9,1,0,0.9,NA,NA,"Unranked","Unranked","9.82",-4.58,NA,NA,NA,"H.R. Schenker (9-1)","","",""
"texas",1905,"Ind",5,4,0,0.556,NA,NA,"Unranked","Unranked","-2.4",-4.29,NA,NA,NA,"Ralph Hutchinson (5-4)","","",""
"texas",1904,"Ind",6,2,0,0.75,NA,NA,"Unranked","Unranked","14",0,NA,NA,NA,"Ralph Hutchinson (6-2)","","",""
"texas",1903,"Ind",5,1,2,0.75,NA,NA,"Unranked","Unranked","6.18",-3.7,NA,NA,NA,"Ralph Hutchinson (5-1-2)","","",""
"texas",1902,"Ind",6,3,1,0.65,NA,NA,"Unranked","Unranked","0.7",-3.7,NA,NA,NA,"J.B. Hart (6-3-1)","","",""
"texas-am",2021,"SEC",8,4,NA,0.667,4,4,"0","0.5","10.77",1.27,6,5,NA,"Jimbo Fisher (8-4)","","",""
"texas-am",2020,"SEC",9,1,0,0.9,8,1,"0","0.889","16.24",6.44,13,4,4,"Jimbo Fisher (9-1)","Orange Bowl","Win",""
"texas-am",2019,"SEC",8,5,0,0.615,4,4,"0","0.5","10.02",5.09,12,12,NA,"Jimbo Fisher (8-5)","Texas Bowl","Win",""
"texas-am",2018,"SEC",9,4,0,0.692,5,3,"0","0.625","13.61",7.15,NA,16,16,"Jimbo Fisher (9-4)","Gator Bowl","Win",""
"texas-am",2017,"SEC",7,6,0,0.538,4,4,"0","0.5","3.36",3.05,NA,NA,NA,"Kevin Sumlin (7-5), Jeff Banks (0-1)","Belk Bowl","Loss",""
"texas-am",2016,"SEC",8,5,0,0.615,4,4,"0","0.5","8.77",3.77,NA,6,NA,"Kevin Sumlin (8-5)","Texas Bowl","Loss",""
"texas-am",2015,"SEC",8,5,0,0.615,4,4,"0","0.5","9.4",4.47,NA,9,NA,"Kevin Sumlin (8-5)","Music City Bowl","Loss",""
"texas-am",2014,"SEC",8,5,0,0.615,3,5,"0","0.375","9.96",5.72,21,6,NA,"Kevin Sumlin (8-5)","Liberty Bowl","Win",""
"texas-am",2013,"SEC",9,4,0,0.692,4,4,"0","0.5","13.38",5.07,7,6,18,"Kevin Sumlin (9-4)","Chick-fil-A Bowl","Win",""
"texas-am",2012,"SEC",11,2,0,0.846,6,2,"0","0.75","20.05",5.13,NA,5,5,"Kevin Sumlin (11-2)","Cotton Bowl","Win",""
"texas-am",2011,"Big 12",7,6,0,0.538,4,5,"0","0.444","13.36",7.29,8,7,NA,"Mike Sherman (6-6), Tim DeRuyter (1-0)","Meineke Car Care Bowl of Texas","Win",""
"texas-am",2010,"Big 12",9,4,0,0.692,6,2,"0","0.75","11.39",4.85,NA,17,19,"Mike Sherman (9-4)","Cotton Bowl","Loss",""
"texas-am",2009,"Big 12",6,7,0,0.462,3,5,"0","0.375","3.37",2.91,NA,NA,NA,"Mike Sherman (6-7)","Independence Bowl","Loss",""
"texas-am",2008,"Big 12",4,8,0,0.333,2,6,"0","0.25","-5.38",4.12,NA,NA,NA,"Mike Sherman (4-8)","","",""
"texas-am",2007,"Big 12",7,6,0,0.538,4,4,"0","0.5","5.56",3.87,25,20,NA,"Dennis Franchione (7-6)","Alamo Bowl","Loss",""
"texas-am",2006,"Big 12",9,4,0,0.692,5,3,"0","0.625","6.53",0.99,NA,21,NA,"Dennis Franchione (9-4)","Holiday Bowl","Loss",""
"texas-am",2005,"Big 12",5,6,0,0.455,3,5,"0","0.375","2.16",3.89,17,17,NA,"Dennis Franchione (5-6)","","",""
"texas-am",2004,"Big 12",7,5,0,0.583,5,3,"0","0.625","12.07",8.74,NA,16,NA,"Dennis Franchione (7-5)","Cotton Bowl","Loss",""
"texas-am",2003,"Big 12",4,8,0,0.333,2,6,"0","0.25","-3.46",5.88,NA,NA,NA,"Dennis Franchione (4-8)","","",""
"texas-am",2002,"Big 12",6,6,0,0.5,3,5,"0","0.375","6.4",2.4,23,19,NA,"R.C. Slocum (6-6)","","",""
"texas-am",2001,"Big 12",8,4,0,0.667,4,4,"0","0.5","5.96",2.63,NA,24,NA,"R.C. Slocum (8-4)","Gallery Furniture Bowl","Win",""
"texas-am",2000,"Big 12",7,5,0,0.583,5,3,"0","0.625","11.44",5.03,NA,21,NA,"R.C. Slocum (7-5)","Independence Bowl","Loss",""
"texas-am",1999,"Big 12",8,4,0,0.667,5,3,"0","0.625","9.05",3.05,7,5,23,"R.C. Slocum (8-4)","Alamo Bowl","Loss",""
"texas-am",1998,"Big 12",11,3,0,0.786,7,1,"0","0.875","16.65",7.86,14,6,11,"R.C. Slocum (11-3)","Sugar Bowl","Loss",""
"texas-am",1997,"Big 12",9,4,0,0.692,6,2,"0","0.75","7.22",-1.4,NA,14,20,"R.C. Slocum (9-4)","Cotton Bowl","Loss",""
"texas-am",1996,"Big 12",6,6,0,0.5,4,4,"0","0.5","5.65",2.15,13,13,NA,"R.C. Slocum (6-6)","","",""
"texas-am",1995,"SWC",9,3,0,0.75,5,2,"0","0.714","11.28",1.03,3,3,15,"R.C. Slocum (9-3)","Alamo Bowl","Win",""
"texas-am",1994,"SWC",10,0,1,0.955,6,0,"1","0.929","14.88",-0.4,15,6,8,"R.C. Slocum (10-0-1)","","",""
"texas-am",1993,"SWC",10,2,0,0.833,7,0,"0","1","18.1",2.52,4,4,9,"R.C. Slocum (10-2)","Cotton Bowl","Loss",""
"texas-am",1992,"SWC",12,1,0,0.923,7,0,"0","1","12.47",0.78,7,4,7,"R.C. Slocum (12-1)","Cotton Bowl","Loss",""
"texas-am",1991,"SWC",10,2,0,0.833,8,0,"0","1","15.83",0.91,21,9,12,"R.C. Slocum (10-2)","Cotton Bowl","Loss",""
"texas-am",1990,"SWC",9,3,1,0.731,5,2,"1","0.688","11.8",0.49,13,11,15,"R.C. Slocum (9-3-1)","Holiday Bowl","Win",""
"texas-am",1989,"SWC",8,4,0,0.667,6,2,"0","0.75","13.64",5.97,NA,14,20,"R.C. Slocum (8-4)","Sun Bowl","Loss",""
"texas-am",1988,"SWC",7,5,0,0.583,6,1,"0","0.857","6.19",3.61,10,10,NA,"Jackie Sherrill (7-5)","","",""
"texas-am",1987,"SWC",10,2,0,0.833,6,1,"0","0.857","14.25",2.59,15,10,10,"Jackie Sherrill (10-2)","Cotton Bowl","Win",""
"texas-am",1986,"SWC",9,3,0,0.75,7,1,"0","0.875","8.84",0.59,7,7,13,"Jackie Sherrill (9-3)","Cotton Bowl","Loss",""
"texas-am",1985,"SWC",10,2,0,0.833,7,1,"0","0.875","15.46",3.29,NA,6,6,"Jackie Sherrill (10-2)","Cotton Bowl","Win",""
"texas-am",1984,"SWC",6,5,0,0.545,3,5,"0","0.375","2.46",-0.54,NA,NA,NA,"Jackie Sherrill (6-5)","","",""
"texas-am",1983,"SWC",5,5,1,0.5,4,3,"1","0.563","0.83",-1.44,NA,NA,NA,"Jackie Sherrill (5-5-1)","","",""
"texas-am",1982,"SWC",5,6,0,0.455,3,5,"0","0.375","-2.32",-0.14,NA,NA,NA,"Jackie Sherrill (5-6)","","",""
"texas-am",1981,"SWC",7,5,0,0.583,4,4,"0","0.5","10.03",4.95,NA,NA,NA,"Tom Wilson (7-5)","Independence Bowl","Win",""
"texas-am",1980,"SWC",4,7,0,0.364,3,5,"0","0.375","4.17",10.35,NA,NA,NA,"Tom Wilson (4-7)","","",""
"texas-am",1979,"SWC",6,5,0,0.545,4,4,"0","0.5","15.65",10.38,14,14,NA,"Tom Wilson (6-5)","","",""
"texas-am",1978,"SWC",8,4,0,0.667,4,4,"0","0.5","12.2",6.53,16,6,19,"Emory Bellard (4-2), Tom Wilson (4-2)","Hall of Fame Classic","Win",""
"texas-am",1977,"SWC",8,4,0,0.667,6,2,"0","0.75","13.16",8.24,9,5,NA,"Emory Bellard (8-4)","Bluebonnet Bowl","Loss",""
"texas-am",1976,"SWC",10,2,0,0.833,6,2,"0","0.75","21.57",5.98,14,7,7,"Emory Bellard (10-2)","Sun Bowl","Win",""
"texas-am",1975,"SWC",10,2,0,0.833,6,1,"0","0.857","16.99",7.41,9,2,11,"Emory Bellard (10-2)","Liberty Bowl","Loss",""
"texas-am",1974,"SWC",8,3,0,0.727,5,2,"0","0.714","14.58",6.67,20,5,16,"Emory Bellard (8-3)","","",""
"texas-am",1973,"SWC",5,6,0,0.455,3,4,"0","0.429","7.24",5.05,NA,NA,NA,"Emory Bellard (5-6)","","",""
"texas-am",1972,"SWC",3,8,0,0.273,2,5,"0","0.286","3.89",10.25,NA,NA,NA,"Emory Bellard (3-8)","","",""
"texas-am",1971,"SWC",5,6,0,0.455,4,3,"0","0.571","-1.01",3.9,NA,NA,NA,"Gene Stallings (5-6)","","",""
"texas-am",1970,"SWC",2,9,0,0.182,0,7,"0","0","2.01",11.01,NA,NA,NA,"Gene Stallings (2-9)","","",""
"texas-am",1969,"SWC",3,7,0,0.3,2,5,"0","0.286","1.73",8.43,NA,NA,NA,"Gene Stallings (3-7)","","",""
"texas-am",1968,"SWC",3,7,0,0.3,2,5,"0","0.286","6.29",7.79,12,12,NA,"Gene Stallings (3-7)","","",""
"texas-am",1967,"SWC",7,4,0,0.636,6,1,"0","0.857","11.87",6.96,NA,NA,NA,"Gene Stallings (7-4)","Cotton Bowl","Win",""
"texas-am",1966,"SWC",4,5,1,0.45,4,3,"0","0.571","7.73",8.93,NA,NA,NA,"Gene Stallings (4-5-1)","","",""
"texas-am",1965,"SWC",3,7,0,0.3,1,6,"0","0.143","3.44",10.34,NA,NA,NA,"Gene Stallings (3-7)","","",""
"texas-am",1964,"SWC",1,9,0,0.1,1,6,"0","0.143","0.32",8.92,NA,NA,NA,"Hank Foldberg (1-9)","","",""
"texas-am",1963,"SWC",2,7,1,0.25,1,5,"1","0.214","4.44",11.44,NA,NA,NA,"Hank Foldberg (2-7-1)","","",""
"texas-am",1962,"SWC",3,7,0,0.3,3,4,"0","0.429","0.02",7.82,NA,NA,NA,"Hank Foldberg (3-7)","","",""
"texas-am",1961,"SWC",4,5,1,0.45,3,4,"0","0.429","9.72",7.42,NA,NA,NA,"Jim Myers (4-5-1)","","",""
"texas-am",1960,"SWC",1,6,3,0.25,0,4,"3","0.214","2.86",7.56,NA,NA,NA,"Jim Myers (1-6-3)","","",""
"texas-am",1959,"SWC",3,7,0,0.3,0,6,"0","0","2.8",6.4,NA,NA,NA,"Jim Myers (3-7)","","",""
"texas-am",1958,"SWC",4,6,0,0.4,2,4,"0","0.333","-0.62",6.88,20,20,NA,"Jim Myers (4-6)","","",""
"texas-am",1957,"SWC",8,3,0,0.727,4,2,"0","0.667","15.03",6.39,2,1,9,"Bear Bryant (8-3)","Gator Bowl","Loss",""
"texas-am",1956,"SWC",9,0,1,0.95,6,0,"0","1","20.18",6.28,9,4,5,"Bear Bryant (9-0-1)","","",""
"texas-am",1955,"SWC",7,2,1,0.75,4,1,"1","0.75","16.74",9.94,NA,8,17,"Bear Bryant (7-2-1)","","",""
"texas-am",1954,"SWC",1,9,0,0.1,0,6,"0","0","0.13",8.63,NA,NA,NA,"Bear Bryant (1-9)","","",""
"texas-am",1953,"SWC",4,5,1,0.45,1,5,"0","0.167","4.99",9.69,NA,15,NA,"Ray George (4-5-1)","","",""
"texas-am",1952,"SWC",3,6,1,0.35,1,4,"1","0.25","4.79",8.99,NA,NA,NA,"Ray George (3-6-1)","","",""
"texas-am",1951,"SWC",5,3,2,0.6,1,3,"2","0.333","12.15",9.75,6,4,NA,"Ray George (5-3-2)","","",""
"texas-am",1950,"SWC",7,4,0,0.636,3,3,"0","0.5","15.32",6.23,NA,12,NA,"Harry Stiteler (7-4)","Presidential Cup","Win",""
"texas-am",1949,"SWC",1,8,1,0.15,0,5,"1","0.083","-0.82",14.18,NA,NA,NA,"Harry Stiteler (1-8-1)","","",""
"texas-am",1948,"SWC",0,9,1,0.05,0,5,"1","0.083","-1.83",11.07,NA,NA,NA,"Harry Stiteler (0-9-1)","","",""
"texas-am",1947,"SWC",3,6,1,0.35,1,4,"1","0.25","6.75",9.65,NA,NA,NA,"Homer Norton (3-6-1)","","",""
"texas-am",1946,"SWC",4,6,0,0.4,3,3,"0","0.5","4.81",5.81,NA,NA,NA,"Homer Norton (4-6)","","",""
"texas-am",1945,"SWC",6,4,0,0.6,3,3,"0","0.5","4.02",0.42,NA,17,NA,"Homer Norton (6-4)","","",""
"texas-am",1944,"SWC",7,4,0,0.636,2,3,"0","0.4","8.32",-0.86,NA,NA,NA,"Homer Norton (7-4)","","",""
"texas-am",1943,"SWC",7,2,1,0.75,4,1,"0","0.8","0.8",-9.1,NA,12,NA,"Homer Norton (7-2-1)","Orange Bowl","Loss",""
"texas-am",1942,"SWC",4,5,1,0.45,2,3,"1","0.417","5.97",2.97,NA,NA,NA,"Homer Norton (4-5-1)","","",""
"texas-am",1941,"SWC",9,2,0,0.818,5,1,"0","0.833","15.02",4.39,NA,2,9,"Homer Norton (9-2)","Cotton Bowl","Loss",""
"texas-am",1940,"SWC",9,1,0,0.9,5,1,"0","0.833","18.76",5.86,NA,2,6,"Homer Norton (9-1)","Cotton Bowl","Win",""
"texas-am",1939,"SWC",11,0,0,1,6,0,"0","1","20.96",4.6,NA,1,1,"Homer Norton (11-0)","Sugar Bowl","Win",""
"texas-am",1938,"SWC",4,4,1,0.5,2,3,"1","0.417","7.13",3.79,NA,19,NA,"Homer Norton (4-4-1)","","",""
"texas-am",1937,"SWC",5,2,2,0.667,2,2,"2","0.5","12.06",7.61,NA,13,NA,"Homer Norton (5-2-2)","","",""
"texas-am",1936,"SWC",8,3,1,0.708,3,2,"1","0.583","9.21",2.8,NA,14,NA,"Homer Norton (8-3-1)","","",""
"texas-am",1935,"SWC",3,7,0,0.3,1,5,"0","0.167","4.57",5.77,NA,NA,NA,"Homer Norton (3-7)","","",""
"texas-am",1934,"SWC",2,7,2,0.273,1,4,"1","0.25","-2.63",5.37,NA,NA,NA,"Homer Norton (2-7-2)","","",""
"texas-am",1933,"SWC",6,3,1,0.65,2,2,"1","0.5","5.67",0.37,NA,NA,NA,"Madison Bell (6-3-1)","","",""
"texas-am",1932,"SWC",4,4,2,0.5,1,2,"2","0.4","3.56",4.06,NA,NA,NA,"Madison Bell (4-4-2)","","",""
"texas-am",1931,"SWC",7,3,0,0.7,3,2,"0","0.6","12.8",3.6,NA,NA,NA,"Madison Bell (7-3)","","",""
"texas-am",1930,"SWC",2,7,0,0.222,0,5,"0","0","-0.4",5.16,NA,NA,NA,"Madison Bell (2-7)","","",""
"texas-am",1929,"SWC",5,4,0,0.556,2,3,"0","0.4","9.53",1.53,NA,NA,NA,"Madison Bell (5-4)","","",""
"texas-am",1928,"SWC",5,4,1,0.55,1,3,"1","0.3","3.68",-2.42,NA,NA,NA,"Dana Bible (5-4-1)","","",""
"texas-am",1927,"SWC",8,0,1,0.944,4,0,"1","0.9","15.87",-3.35,NA,NA,NA,"Dana Bible (8-0-1)","","",""
"texas-am",1926,"SWC",5,3,1,0.611,1,3,"1","0.3","7.16",-0.84,NA,NA,NA,"Dana Bible (5-3-1)","","",""
"texas-am",1925,"SWC",7,1,1,0.833,4,1,"0","0.8","8.83",-2.84,NA,NA,NA,"Dana Bible (7-1-1)","","",""
"texas-am",1924,"SWC",7,2,1,0.75,2,2,"1","0.5","9.11",-2.79,NA,NA,NA,"Dana Bible (7-2-1)","","",""
"texas-am",1923,"SWC",5,3,1,0.611,0,3,"1","0.125","6.54",-1.47,NA,NA,NA,"Dana Bible (5-3-1)","","",""
"texas-am",1922,"SWC",5,4,0,0.556,2,2,"0","0.5","2.26",-4.4,NA,NA,NA,"Dana Bible (5-4)","","",""
"texas-am",1921,"SWC",6,1,2,0.778,3,0,"2","0.8","6.7",0.59,NA,NA,NA,"Dana Bible (6-1-2)","Dixie Classic","Win",""
"texas-am",1920,"SWC",6,1,1,0.813,5,1,"0","0.833","10.45",-2.43,NA,NA,NA,"Dana Bible (6-1-1)","","",""
"texas-am",1919,"SWC",10,0,0,1,4,0,"0","1","10.5",-6.7,NA,NA,NA,"Dana Bible (10-0)","","",""
"texas-am",1918,"SWC",6,1,0,0.857,1,1,"0","0.5","7.63",-2.37,NA,NA,NA,"Tubby Graves (6-1)","","",""
"texas-am",1917,"SWC",8,0,0,1,3,0,"0","1","18.92",1.42,NA,NA,NA,"Dana Bible (8-0)","","",""
"texas-am",1916,"SWC",6,3,0,0.667,2,2,"0","0.5","2.97",-1.03,NA,NA,NA,"E.H. Harlan (6-3)","","",""
"texas-am",1915,"SWC",6,2,0,0.75,1,1,"0","0.5","9.36",-2.15,NA,NA,NA,"E.H. Harlan (6-2)","","",""
"texas-am",1914,"Ind",6,1,1,0.813,NA,NA,"Unranked","Unranked","9.34",-5.29,NA,NA,NA,"Charley Moran (6-1-1)","","",""
"texas-am",1913,"Ind",3,4,2,0.444,NA,NA,"Unranked","Unranked","-9.32",-6.77,NA,NA,NA,"Charley Moran (3-4-2)","","",""
"texas-am",1912,"Ind",8,1,0,0.889,NA,NA,"Unranked","Unranked","17.41",-2.93,NA,NA,NA,"Charley Moran (8-1)","","",""
"texas-am",1911,"Ind",6,1,0,0.857,NA,NA,"Unranked","Unranked","17.1",1.81,NA,NA,NA,"Charley Moran (6-1)","","",""
"texas-am",1910,"Ind",8,1,0,0.889,NA,NA,"Unranked","Unranked","11.8",-3.2,NA,NA,NA,"Charley Moran (8-1)","","",""
"texas-am",1909,"Ind",7,0,1,0.938,NA,NA,"Unranked","Unranked","15.14",2.64,NA,NA,NA,"Charley Moran (7-0-1)","","",""
"texas-am",1908,"Ind",3,5,0,0.375,NA,NA,"Unranked","Unranked","-7.9",-1.9,NA,NA,NA,"N.A. Marriam (3-5)","","",""
"texas-am",1907,"Ind",6,1,1,0.813,NA,NA,"Unranked","Unranked","10.18",-0.57,NA,NA,NA,"L.L. Larson (6-1-1)","","",""
"texas-am",1906,"Ind",6,1,0,0.857,NA,NA,"Unranked","Unranked","7.14",-6.86,NA,NA,NA,"Walter Bachman (6-1)","","",""
"texas-am",1905,"Ind",7,2,0,0.778,NA,NA,"Unranked","Unranked","-5.5",-14.06,NA,NA,NA,"Walter Bachman (7-2)","","",""
"texas-am",1904,"Ind",4,2,0,0.667,NA,NA,"Unranked","Unranked","2.52",-2.31,NA,NA,NA,"J.E. Platt (4-2)","","",""
"texas-am",1903,"Ind",7,3,1,0.682,NA,NA,"Unranked","Unranked","-9.32",-12.32,NA,NA,NA,"J.E. Platt (7-3-1)","","",""
"texas-arlington",1981,"Southland",6,5,0,0.545,4,1,"0","0.8","-1.23",-1.23,NA,NA,NA,"Harold Elliott (6-5)","","",""
"texas-arlington",1980,"Southland",3,8,0,0.273,3,2,"0","0.6","-11.62",-4.8,NA,NA,NA,"Harold Elliott (3-8)","","",""
"texas-arlington",1979,"Southland",9,2,0,0.818,4,1,"0","0.8","4.58",-7.51,NA,NA,NA,"Harold Elliott (9-2)","","",""
"texas-arlington",1978,"Southland",5,6,0,0.455,3,2,"0","0.6","-3.17",-5.53,NA,NA,NA,"Harold Elliott (5-6)","","",""
"texas-arlington",1977,"Southland",5,6,0,0.455,3,2,"0","0.6","-5.72",-4.82,NA,NA,NA,"Harold Elliott (5-6)","","",""
"texas-arlington",1976,"Southland",5,6,0,0.455,3,2,"0","0.6","-7.83",-8.19,NA,NA,NA,"Harold Elliott (5-6)","","",""
"texas-arlington",1975,"Southland",4,7,0,0.364,1,4,"0","0.2","-6.11",-1.2,NA,NA,NA,"Harold Elliott (4-7)","","",""
"texas-arlington",1974,"Ind",1,10,0,0.091,NA,NA,"Unranked","Unranked","-25.72",-9.63,NA,NA,NA,"Harold Elliott (1-10)","","",""
"texas-arlington",1973,"Ind",4,6,0,0.4,NA,NA,"Unranked","Unranked","-14.94",-8.94,NA,NA,NA,"John Symank (4-6)","","",""
"texas-arlington",1972,"Ind",5,6,0,0.455,NA,NA,"Unranked","Unranked","-13.38",-8.2,NA,NA,NA,"John Symank (5-6)","","",""
"texas-arlington",1971,"Ind",2,9,0,0.182,NA,NA,"Unranked","Unranked","-21.63",-8.08,NA,NA,NA,"John Symank (2-9)","","",""
"texas-christian",2021,"Big 12",5,7,NA,0.417,3,6,"0","0.333","-0.45",3.63,NA,NA,NA,"Gary Patterson (3-5), Jerry Kill (2-2)","","",""
"texas-christian",2020,"Big 12",6,4,0,0.6,5,4,"0","0.556","7.41",3.71,NA,NA,NA,"Gary Patterson (6-4)","","",""
"texas-christian",2019,"Big 12",5,7,0,0.417,3,6,"0","0.333","5.27",3.6,NA,25,NA,"Gary Patterson (5-7)","","",""
"texas-christian",2018,"Big 12",7,6,0,0.538,4,5,"0","0.444","3.88",4.34,16,15,NA,"Gary Patterson (7-6)","Cheez-It Bowl","Win",""
"texas-christian",2017,"Big 12",11,3,0,0.786,7,2,"0","0.778","14.71",3.92,NA,4,9,"Gary Patterson (11-3)","Alamo Bowl","Win",""
"texas-christian",2016,"Big 12",6,7,0,0.462,4,5,"0","0.444","2.63",1.47,13,13,NA,"Gary Patterson (6-7)","Liberty Bowl","Loss",""
"texas-christian",2015,"Big 12",11,2,0,0.846,7,2,"0","0.778","11.39",1.39,2,2,7,"Gary Patterson (11-2)","Alamo Bowl","Win",""
"texas-christian",2014,"Big 12",12,1,0,0.923,8,1,"0","0.889","18.96",1.57,NA,3,3,"Gary Patterson (12-1)","Peach Bowl","Win",""
"texas-christian",2013,"Big 12",4,8,0,0.333,2,7,"0","0.222","1.94",3.85,20,20,NA,"Gary Patterson (4-8)","","",""
"texas-christian",2012,"Big 12",7,6,0,0.538,4,5,"0","0.444","7.49",4.87,20,15,NA,"Gary Patterson (7-6)","Buffalo Wild Wings Bowl","Loss",""
"texas-christian",2011,"MWC",11,2,0,0.846,7,0,"0","1","9.67",-3.17,14,14,14,"Gary Patterson (11-2)","Poinsettia Bowl","Win",""
"texas-christian",2010,"MWC",13,0,0,1,8,0,"0","1","17.96",-1.73,6,2,2,"Gary Patterson (13-0)","Rose Bowl","Win",""
"texas-christian",2009,"MWC",12,1,0,0.923,8,0,"0","1","17.05",-1.33,17,3,6,"Gary Patterson (12-1)","Fiesta Bowl","Loss",""
"texas-christian",2008,"MWC",11,2,0,0.846,7,1,"0","0.875","13.47",-1.23,NA,7,7,"Gary Patterson (11-2)","Poinsettia Bowl","Win",""
"texas-christian",2007,"MWC",8,5,0,0.615,4,4,"0","0.5","4.45",-1.32,22,19,NA,"Gary Patterson (8-5)","Texas Bowl","Win",""
"texas-christian",2006,"MWC",11,2,0,0.846,6,2,"0","0.75","9.27",-3.88,22,16,22,"Gary Patterson (11-2)","Poinsettia Bowl","Win",""
"texas-christian",2005,"MWC",11,1,0,0.917,8,0,"0","1","11.21",-1.46,NA,11,11,"Gary Patterson (11-1)","Houston Bowl","Win",""
"texas-christian",2004,"CUSA",5,6,0,0.455,3,5,"0","0.375","-3.04",-1.22,NA,NA,NA,"Gary Patterson (5-6)","","",""
"texas-christian",2003,"CUSA",11,2,0,0.846,7,1,"0","0.875","2.83",-5.48,25,10,25,"Gary Patterson (11-2)","Fort Worth Bowl","Loss",""
