"Team","Season","Conference","Type","Games","Pass_Comp","Pass_Att","Pass_Pct","Pass_Yds","Pass_TD","Rush_Att","Rush_Yds","Rush_Avg","Rush_TD","Total_Plays","Total_Yds","Yards_Per_Play","Pass_First_Down","Rush_First_Down","Penalty_First_Down","Total_First_Down","Penalties","Penalty_Yards","Fumbles","Interceptions","Turnovers"
"villanova",1957,"Ind","Defense",9,4.2,11.8,35.8,61.6,0.6,51.6,168.4,3.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"villanova",1957,"Ind","Difference",0,1.9,3.4,4.3,31.2,-0.2,-3.3,-4.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"villanova",1956,"Ind","Offense",9,7.6,16.2,46.6,109.4,0.6,53.1,206,3.9,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"villanova",1956,"Ind","Defense",9,3.9,12.6,31,43.8,0.3,49.1,172.8,3.5,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"villanova",1956,"Ind","Difference",0,3.7,3.6,15.6,65.6,0.3,4,33.2,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",2021,"ACC","Offense",12,29.2,46.1,63.3,392.6,2.6,28.2,123.3,4.4,1.8,74.3,515.9,6.9,17.8,6.9,1.9,26.6,6.4,56.8,0.5,1,1.5
"virginia",2021,"ACC","Defense",12,18.8,31.3,59.8,240.2,2.2,39,225.8,5.8,1.8,70.3,466,6.6,11.1,9.9,2.4,23.4,6.6,59.3,0.5,0.7,1.2
"virginia",2021,"ACC","Difference",0,10.4,14.8,3.5,152.4,0.4,-10.8,-102.5,-1.4,0,4,49.9,0.3,6.7,-3,-0.5,3.2,-0.2,-2.5,0,0.3,0.3
"virginia",2020,"ACC","Offense",10,22.1,37.9,58.3,260.6,2.2,36.6,162.7,4.4,1.6,74.5,423.3,5.7,11.6,9.5,2.5,23.6,5.2,45.8,0.5,1.4,1.9
"virginia",2020,"ACC","Defense",10,20.3,32.3,62.8,304.4,1.9,37,138.5,3.7,1.4,69.3,442.9,6.4,12.4,6.9,1.1,20.4,7.9,66.7,0.7,1.1,1.8
"virginia",2020,"ACC","Difference",0,1.8,5.6,-4.5,-43.8,0.3,-0.4,24.2,0.7,0.2,5.2,-19.6,-0.7,-0.8,2.6,1.4,3.2,-2.7,-20.9,-0.2,0.3,0.1
"virginia",2019,"ACC","Offense",14,24,37.1,64.7,267.1,1.6,31.6,121.2,3.8,2,68.6,388.4,5.7,12.8,6.4,2,21.1,4.7,43.7,0.4,1.1,1.5
"virginia",2019,"ACC","Defense",14,16.5,29.2,56.5,233.7,1.6,35.5,138.1,3.9,1.6,64.7,371.9,5.7,8.9,8.4,1.7,19,5.9,48.6,0.4,0.9,1.3
"virginia",2019,"ACC","Difference",0,7.5,7.9,8.2,33.4,0,-3.9,-16.9,-0.1,0.4,3.9,16.5,0,3.9,-2,0.3,2.1,-1.2,-4.9,0,0.2,0.2
"virginia",2018,"ACC","Offense",13,17.5,27.5,63.7,211.6,2,38.4,172.9,4.5,1.5,65.9,384.5,5.8,9.5,10.5,1.2,21.2,4.5,40.6,0.8,0.7,1.5
"virginia",2018,"ACC","Defense",13,15.1,28.7,52.5,183,0.9,34,147.5,4.3,1.2,62.7,330.5,5.3,8.4,7.1,0.9,16.3,5.5,52.1,0.3,1.3,1.6
"virginia",2018,"ACC","Difference",0,2.4,-1.2,11.2,28.6,1.1,4.4,25.4,0.2,0.3,3.2,54,0.5,1.1,3.4,0.3,4.9,-1,-11.5,0.5,-0.6,-0.1
"virginia",2017,"ACC","Offense",13,23.1,39.9,57.8,248.7,1.9,29.9,93.5,3.1,0.8,69.8,342.2,4.9,10.8,6,1.7,18.5,4.8,44.8,0.6,0.8,1.5
"virginia",2017,"ACC","Defense",13,13.2,24.8,53.4,165.8,1.4,42.8,200.1,4.7,1.9,67.6,365.8,5.4,7.8,9.7,1.4,18.8,5.1,45.3,0.2,1.2,1.4
"virginia",2017,"ACC","Difference",0,9.9,15.1,4.4,82.9,0.5,-12.9,-106.6,-1.6,-1.1,2.2,-23.6,-0.5,3,-3.7,0.3,-0.3,-0.3,-0.5,0.4,-0.4,0.1
"virginia",2016,"ACC","Offense",12,22.2,40.6,54.6,239.3,1.9,32,113.6,3.5,1.1,72.6,352.9,4.9,11,7.2,1.7,19.8,6.3,57.9,0.8,1.3,2.2
"virginia",2016,"ACC","Defense",12,18.4,30.1,61.2,256.6,2.1,40.4,190,4.7,1.7,70.5,446.6,6.3,11.3,8.5,1.8,21.5,5.9,54.7,0.7,0.8,1.4
"virginia",2016,"ACC","Difference",0,3.8,10.5,-6.6,-17.3,-0.2,-8.4,-76.4,-1.2,-0.6,2.1,-93.7,-1.4,-0.3,-1.3,-0.1,-1.7,0.4,3.2,0.1,0.5,0.8
"virginia",2015,"ACC","Offense",12,21,34.4,61,238.3,1.8,35.3,144.8,4.1,1.1,69.8,383,5.5,11.6,6.9,1.8,20.3,7.6,63.8,0.5,1.5,2
"virginia",2015,"ACC","Defense",12,19.5,31.3,62.4,254.8,1.9,34.8,156.7,4.5,1.3,66.1,411.5,6.2,10.5,8.3,1.8,20.5,6.1,54.5,0.9,0.3,1.3
"virginia",2015,"ACC","Difference",0,1.5,3.1,-1.4,-16.5,-0.1,0.5,-11.9,-0.4,-0.2,3.7,-28.5,-0.7,1.1,-1.4,0,-0.2,1.5,9.3,-0.4,1.2,0.7
"virginia",2014,"ACC","Offense",12,20.7,36,57.4,236.4,1.5,37.6,137.8,3.7,1.1,73.6,374.2,5.1,11.4,7.3,1.8,20.5,6.5,57.8,0.7,1.3,2
"virginia",2014,"ACC","Defense",12,18.2,32.9,55.2,232.5,1.6,35.9,120.7,3.4,0.9,68.8,353.2,5.1,9.8,6.9,2.1,18.8,7.3,59.3,1.2,1.3,2.4
"virginia",2014,"ACC","Difference",0,2.5,3.1,2.2,3.9,-0.1,1.7,17.1,0.3,0.2,4.8,21,0,1.6,0.4,-0.3,1.7,-0.8,-1.5,-0.5,0,-0.4
"virginia",2013,"ACC","Offense",12,23.1,42.2,54.7,211.8,0.8,40.8,156.6,3.8,1.5,82.9,368.4,4.4,11.8,7.7,1.6,21.1,6.8,54.9,0.8,1.4,2.2
"virginia",2013,"ACC","Defense",12,16.3,32.2,50.5,232.9,1.6,39.2,170.7,4.4,2.3,71.3,403.6,5.7,9,8.2,1.7,18.8,6.8,59,0.9,0.8,1.8
"virginia",2013,"ACC","Difference",0,6.8,10,4.2,-21.1,-0.8,1.6,-14.1,-0.6,-0.8,11.6,-35.2,-1.3,2.8,-0.5,-0.1,2.3,0,-4.1,-0.1,0.6,0.4
"virginia",2012,"ACC","Offense",12,23,39.5,58.2,268,1.9,34.8,128.5,3.7,0.8,74.3,396.5,5.3,10.4,7.9,0.7,19,6.8,58.8,0.9,1.3,2.2
"virginia",2012,"ACC","Defense",12,18.9,32.9,57.5,208.4,1.9,36.3,144.9,4,1.4,69.3,353.3,5.1,9.5,7.5,1.6,18.6,5.5,42.3,0.7,0.3,1
"virginia",2012,"ACC","Difference",0,4.1,6.6,0.7,59.6,0,-1.5,-16.4,-0.3,-0.6,5,43.2,0.2,0.9,0.4,-0.9,0.4,1.3,16.5,0.2,1,1.2
"virginia",2011,"ACC","Offense",13,19.6,34.1,57.6,237.7,1.3,38.2,162.1,4.2,1.4,72.2,399.8,5.5,11.5,8.5,1,20.9,5.3,42.3,0.9,1.2,2.2
"virginia",2011,"ACC","Defense",13,16.8,31.4,53.7,212.2,1.5,35.4,139.5,3.9,1.2,66.8,351.7,5.3,8.7,7.1,1.5,17.3,5.2,48.8,0.7,0.9,1.6
"virginia",2011,"ACC","Difference",0,2.8,2.7,3.9,25.5,-0.2,2.8,22.6,0.3,0.2,5.4,48.1,0.2,2.8,1.4,-0.5,3.6,0.1,-6.5,0.2,0.3,0.6
"virginia",2010,"ACC","Offense",12,21.8,36.9,59.1,265.5,1.7,34.9,139.3,4,1.4,71.8,404.8,5.6,12.1,7.7,1.5,21.3,8.2,73.3,0.5,1.4,1.9
"virginia",2010,"ACC","Defense",12,14.3,25.3,56.6,192.4,1.2,40,203.7,5.1,2.3,65.3,396.1,6.1,7.8,9.6,2.1,19.4,7.3,62.3,0.4,0.9,1.3
"virginia",2010,"ACC","Difference",0,7.5,11.6,2.5,73.1,0.5,-5.1,-64.4,-1.1,-0.9,6.5,8.7,-0.5,4.3,-1.9,-0.6,1.9,0.9,11,0.1,0.5,0.6
"virginia",2009,"ACC","Offense",12,15.8,30.3,52.1,170.5,0.7,34.2,99.1,2.9,1.3,64.4,269.6,4.2,7.9,6.3,1.3,15.5,5.7,54.9,1,0.7,1.7
"virginia",2009,"ACC","Defense",12,16.4,29.3,56.1,184.6,0.8,41.7,173.8,4.2,1.8,70.9,358.4,5.1,8.7,8.8,1.5,18.9,6.5,60.8,0.7,1,1.7
"virginia",2009,"ACC","Difference",0,-0.6,1,-4,-14.1,-0.1,-7.5,-74.7,-1.3,-0.5,-6.5,-88.8,-0.9,-0.8,-2.5,-0.2,-3.4,-0.8,-5.9,0.3,-0.3,0
"virginia",2008,"ACC","Offense",12,22.4,36.6,61.3,203.2,0.8,28.3,96.6,3.4,1.2,64.8,299.8,4.6,10.5,5.5,1.4,17.4,4.9,42.4,0.8,1.7,2.5
"virginia",2008,"ACC","Defense",12,16.4,27.8,59.2,183.7,1.2,40.7,149.6,3.7,1.3,68.4,333.3,4.9,8.8,8.7,1.1,18.5,5.3,44.3,1,0.9,1.9
"virginia",2008,"ACC","Difference",0,6,8.8,2.1,19.5,-0.4,-12.4,-53,-0.3,-0.1,-3.6,-33.5,-0.3,1.7,-3.2,0.3,-1.1,-0.4,-1.9,-0.2,0.8,0.6
"virginia",2007,"ACC","Offense",13,19.2,32.9,58.4,194.8,1.1,37.7,135.6,3.6,1.7,70.6,330.4,4.7,9.6,8.4,1.2,19.2,4.8,40.9,0.8,0.8,1.5
"virginia",2007,"ACC","Defense",13,20.2,34.8,58.2,225.5,1.4,36.3,106.9,2.9,0.7,71.1,332.5,4.7,10.5,6.1,1,17.5,6.5,49.7,0.8,0.8,1.7
"virginia",2007,"ACC","Difference",0,-1,-1.9,0.2,-30.7,-0.3,1.4,28.7,0.7,1,-0.5,-2.1,0,-0.9,2.3,0.2,1.7,-1.7,-8.8,0,0,-0.2
"virginia",2006,"ACC","Offense",12,16.9,28.8,58.8,157.3,0.7,30.3,99.9,3.3,1,59.1,257.2,4.4,6.9,6.3,0.8,14,4.5,32.6,0.3,0.9,1.3
"virginia",2006,"ACC","Defense",12,14.3,24.3,58.8,170.2,0.8,35.8,119.3,3.3,1,60.1,289.5,4.8,7.3,5.9,0.4,13.7,5.3,43.1,0.6,0.8,1.4
"virginia",2006,"ACC","Difference",0,2.6,4.5,0,-12.9,-0.1,-5.5,-19.4,0,0,-1,-32.3,-0.4,-0.4,0.4,0.4,0.3,-0.8,-10.5,-0.3,0.1,-0.1
"virginia",2005,"ACC","Offense",12,18.7,30.3,61.7,223.7,1.3,37.5,142.6,3.8,1.7,67.8,366.3,5.4,9.5,8.2,1.9,19.6,5.5,47.3,0.4,1.1,1.5
"virginia",2005,"ACC","Defense",12,20.8,33.4,62.1,224.6,1.3,38,151.2,4,1.5,71.4,375.8,5.3,10.7,8.9,1.3,20.8,6.8,60.5,0.5,1.3,1.8
"virginia",2005,"ACC","Difference",0,-2.1,-3.1,-0.4,-0.9,0,-0.5,-8.6,-0.2,0.2,-3.6,-9.5,0.1,-1.2,-0.7,0.6,-1.2,-1.3,-13.2,-0.1,-0.2,-0.3
"virginia",2004,"ACC","Offense",12,14.9,23.7,63,180.6,0.8,45.8,242.8,5.3,2.8,69.5,423.4,6.1,8.1,12.6,1.3,22,5.6,50,0.4,0.4,0.8
"virginia",2004,"ACC","Defense",12,16.8,27.8,60.5,194.8,1.3,34.3,118.6,3.5,0.8,62.1,313.3,5,8.6,6.7,1.7,16.9,5.9,46.4,0.6,0.8,1.3
"virginia",2004,"ACC","Difference",0,-1.9,-4.1,2.5,-14.2,-0.5,11.5,124.2,1.8,2,7.4,110.1,1.1,-0.5,5.9,-0.4,5.1,-0.3,3.6,-0.2,-0.4,-0.5
"virginia",2003,"ACC","Offense",13,24.3,35.8,67.8,255.7,1.8,33.8,130.2,3.9,1.3,69.6,385.9,5.5,12.1,7.2,0.9,20.2,5,42.8,0.5,0.9,1.4
"virginia",2003,"ACC","Defense",13,18.1,31.9,56.6,223,1.1,38.9,161.7,4.2,1.2,70.8,384.7,5.4,9.6,9.8,0.8,20.2,5.4,45.5,0.8,1,1.8
"virginia",2003,"ACC","Difference",0,6.2,3.9,11.2,32.7,0.7,-5.1,-31.5,-0.3,0.1,-1.2,1.2,0.1,2.5,-2.6,0.1,0,-0.4,-2.7,-0.3,-0.1,-0.4
"virginia",2002,"ACC","Offense",14,21.9,32,68.3,230.1,2.3,34.7,126.9,3.7,1.1,66.7,357.1,5.4,10.4,7.5,1.6,19.6,4.6,34.6,1,0.6,1.6
"virginia",2002,"ACC","Defense",14,18.7,30.9,60.5,215.7,1,45.7,208.9,4.6,1.8,76.6,424.6,5.5,10.1,11.3,1,22.4,6.6,59.7,1.6,1.1,2.6
"virginia",2002,"ACC","Difference",0,3.2,1.1,7.8,14.4,1.3,-11,-82,-0.9,-0.7,-9.9,-67.5,-0.1,0.3,-3.8,0.6,-2.8,-2,-25.1,-0.6,-0.5,-1
"virginia",2001,"ACC","Offense",12,21.9,37.6,58.3,239,2,31.3,106,3.4,0.4,68.9,345,5,11,6.7,1.4,19.1,7.5,69.3,0.8,1.2,2
"virginia",2001,"ACC","Defense",12,17.2,29.2,58.9,227.8,1.2,47.5,202.8,4.3,1.8,76.7,430.6,5.6,9.9,10.7,2.2,22.8,7.5,68.3,0.8,1.5,2.3
"virginia",2001,"ACC","Difference",0,4.7,8.4,-0.6,11.2,0.8,-16.2,-96.8,-0.9,-1.4,-7.8,-85.6,-0.6,1.1,-4,-0.8,-3.7,0,1,0,-0.3,-0.3
"virginia",2000,"ACC","Offense",11,13.5,25.5,53.2,195.5,0.7,40.6,163.7,4,1.8,66.1,359.2,5.4,8.6,8.1,1.4,18.1,6.6,54.9,0.8,0.6,1.5
"virginia",2000,"ACC","Defense",11,19.2,32.5,58.9,237.5,0.9,41.6,184.5,4.4,1.8,74.2,421.9,5.7,10.3,9.9,1.4,21.5,6,47.6,0.7,0.9,1.6
"virginia",2000,"ACC","Difference",0,-5.7,-7,-5.7,-42,-0.2,-1,-20.8,-0.4,0,-8.1,-62.7,-0.3,-1.7,-1.8,0,-3.4,0.6,7.3,0.1,-0.3,-0.1
"virginia",1999,"ACC","Offense",12,14.9,25.6,58.3,193.4,1.9,39.8,175.5,4.4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1999,"ACC","Defense",12,14.7,26.4,55.5,209.1,1.6,39.3,152.6,3.9,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1999,"ACC","Difference",0,0.2,-0.8,2.8,-15.7,0.3,0.5,22.9,0.5,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1998,"ACC","Offense",12,13.2,24.7,53.4,195.8,1,39,195.3,5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1998,"ACC","Defense",12,14.3,28.5,50.3,196.8,0.6,33.8,108.7,3.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1998,"ACC","Difference",0,-1.1,-3.8,3.1,-1,0.4,5.2,86.6,1.8,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1997,"ACC","Offense",11,16.6,27.9,59.6,232.1,1.9,37.4,117.9,3.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1997,"ACC","Defense",11,17.5,29.6,58.9,210.9,1.4,35.9,114,3.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1997,"ACC","Difference",0,-0.9,-1.7,0.7,21.2,0.5,1.5,3.9,0,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1996,"ACC","Offense",12,11.7,24.6,47.5,174.9,0.4,38.3,177.6,4.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1996,"ACC","Defense",12,15.2,28.4,53.4,171.9,0.8,37.4,99,2.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1996,"ACC","Difference",0,-3.5,-3.8,-5.9,3,-0.4,0.9,78.6,2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1995,"ACC","Offense",13,14.9,26.9,55.4,209.2,1.3,39,160,4.1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1995,"ACC","Defense",13,20.5,38.1,53.7,237.2,1.2,32.6,100.8,3.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1995,"ACC","Difference",0,-5.6,-11.2,1.7,-28,0.1,6.4,59.2,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1994,"ACC","Offense",12,15.3,25.3,60.4,199.5,1.3,43.3,171.4,4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1994,"ACC","Defense",12,19.9,36.3,54.8,226,1.2,26.9,58.3,2.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1994,"ACC","Difference",0,-4.6,-11,5.6,-26.5,0.1,16.4,113.1,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1993,"ACC","Offense",12,14.3,23.8,60,198.6,1.7,39.3,183.5,4.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1993,"ACC","Defense",12,15.8,27.8,56.8,168.1,0.8,36.4,130.8,3.6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1993,"ACC","Difference",0,-1.5,-4,3.2,30.5,0.9,2.9,52.7,1.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1992,"ACC","Offense",11,13.1,23.7,55.2,166.1,1.9,46.6,235.4,5,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1992,"ACC","Defense",11,14.7,28.7,51.3,169.2,1.1,42.9,184.7,4.3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1992,"ACC","Difference",0,-1.6,-5,3.9,-3.1,0.8,3.7,50.7,0.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1991,"ACC","Offense",12,13.5,22.4,60.2,194.4,1.8,38.5,171.9,4.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1991,"ACC","Defense",12,11.4,22.3,51.3,126,0.1,44,170.5,3.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1991,"ACC","Difference",0,2.1,0.1,8.9,68.4,1.7,-5.5,1.4,0.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1990,"ACC","Offense",12,14.4,23.7,60.9,223.8,2,43.3,235.9,5.4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1990,"ACC","Defense",12,16.3,31.8,51,190.2,0.8,34.3,126.7,3.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1990,"ACC","Difference",0,-1.9,-8.1,9.9,33.6,1.2,9,109.2,1.7,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1989,"ACC","Offense",13,10.8,19.8,54.7,180.2,1.5,44.9,199.5,4.4,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1989,"ACC","Defense",13,14.2,27.6,51.3,181.5,0.9,38.8,151.2,3.9,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1989,"ACC","Difference",0,-3.4,-7.8,3.4,-1.3,0.6,6.1,48.3,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1988,"ACC","Offense",11,12.8,25.7,49.8,196.2,1.4,46.4,156.2,3.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1988,"ACC","Defense",11,18.4,33.4,55,229,1.6,39.6,136.9,3.5,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1988,"ACC","Difference",0,-5.6,-7.7,-5.2,-32.8,-0.2,6.8,19.3,-0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1987,"ACC","Offense",12,15.4,26.2,58.9,203.5,1.1,41.8,155.3,3.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1987,"ACC","Defense",12,14.3,27.3,52.3,181.3,0.8,40.3,172.9,4.3,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1987,"ACC","Difference",0,1.1,-1.1,6.6,22.2,0.3,1.5,-17.6,-0.6,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1986,"ACC","Offense",11,16.3,31.5,51.7,211.9,1,42.5,159.4,3.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1986,"ACC","Defense",11,13.5,25.6,52.8,168.9,1,50.5,246.9,4.9,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1986,"ACC","Difference",0,2.8,5.9,-1.1,43,0,-8,-87.5,-1.2,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1985,"ACC","Offense",11,9.6,20.1,48,123.1,0.8,54,246.6,4.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1985,"ACC","Defense",11,13.3,25.5,52,158,1.1,44.9,183.6,4.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1985,"ACC","Difference",0,-3.7,-5.4,-4,-34.9,-0.3,9.1,63,0.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1984,"ACC","Offense",12,9.9,19.8,50.2,145.4,1,48.6,211.8,4.4,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1984,"ACC","Defense",12,14.2,27.8,50.9,171.8,0.8,40.3,147.8,3.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1984,"ACC","Difference",0,-4.3,-8,-0.7,-26.4,0.2,8.3,64,0.7,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1983,"ACC","Offense",11,12.4,25.8,47.9,179.1,1,49.3,217.3,4.4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1983,"ACC","Defense",11,14.9,26.1,57.1,174.5,1,49.5,212.6,4.3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1983,"ACC","Difference",0,-2.5,-0.3,-9.2,4.6,0,-0.2,4.7,0.1,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1982,"ACC","Offense",11,11.2,26.5,42.1,173.1,0.9,47.5,158.2,3.3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1982,"ACC","Defense",11,14.3,26.1,54.7,180.7,1.5,50.5,205.4,4.1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1982,"ACC","Difference",0,-3.1,0.4,-12.6,-7.6,-0.6,-3,-47.2,-0.8,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1981,"ACC","Offense",11,14.1,29.4,48,164.9,1,41.1,116.7,2.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1981,"ACC","Defense",11,12.5,21.7,57.3,183.2,0.5,52.2,201.3,3.9,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1981,"ACC","Difference",0,1.6,7.7,-9.3,-18.3,0.5,-11.1,-84.6,-1.1,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1980,"ACC","Offense",11,10.9,21.8,50,134.9,0.3,43.1,126.9,2.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1980,"ACC","Defense",11,10.6,20.9,50.9,140.2,0.9,48.5,202.5,4.2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1980,"ACC","Difference",0,0.3,0.9,-0.9,-5.3,-0.6,-5.4,-75.6,-1.3,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1979,"ACC","Offense",11,8.5,18.7,45.1,111,0.6,47.9,220.6,4.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1979,"ACC","Defense",11,7.6,17.4,44,88.5,0.5,54.9,199.2,3.6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1979,"ACC","Difference",0,0.9,1.3,1.1,22.5,0.1,-7,21.4,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1978,"ACC","Offense",11,9,18.5,48.5,108.8,0.5,47,161.1,3.4,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1978,"ACC","Defense",11,10.5,20.5,50.9,151.1,0.5,56.5,247.9,4.4,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1978,"ACC","Difference",0,-1.5,-2,-2.4,-42.3,0,-9.5,-86.8,-1,-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1977,"ACC","Offense",11,7.9,16.8,47,84.5,0.3,42.7,98.4,2.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1977,"ACC","Defense",11,8.7,16.6,52.5,135.3,0.6,57.8,253.4,4.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1977,"ACC","Difference",0,-0.8,0.2,-5.5,-50.8,-0.3,-15.1,-155,-2.1,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1976,"ACC","Offense",11,9.2,20.6,44.5,113.9,0.6,39.9,113.9,2.9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1976,"ACC","Defense",11,7.9,14,56.5,105.5,0.4,63.6,328.5,5.2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virginia",1976,"ACC","Difference",0,1.3,6.6,-12,8.4,0.2,-23.7,-214.6,-2.3,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
