Team,Season,Conference,Wins,Losses,Ties,Winning_Pct,Conference_Wins,Conference_Losses,Conference_Ties,Conference_Winning_Pct,Simple_Rating_System,Strength_Of_Schedule,AP_Poll_Preseason_Rank,AP_Poll_Highest_Rank,AP_Poll_Postseason_Rank,CFP_Highest_Rank,CFP_Final_Rank,Coach(es),Bowl_Game,Bowl_Result,Notes
virginia,1974,ACC,4,7,0,0.364,1,5,0,0.167,1.13,4.32,Unranked,Unranked,Unranked,Unranked,Unranked,Sonny Randle (4-7),,,
virginia,1973,ACC,4,7,0,0.364,3,3,0,0.5,-7.06,0.85,Unranked,Unranked,Unranked,Unranked,Unranked,Don Lawrence (4-7),,,
virginia,1972,ACC,4,7,0,0.364,1,5,0,0.167,-5.77,0.87,Unranked,Unranked,Unranked,Unranked,Unranked,Don Lawrence (4-7),,,
virginia,1971,ACC,3,8,0,0.273,2,3,0,0.4,-7.37,1.44,Unranked,Unranked,Unranked,Unranked,Unranked,Don Lawrence (3-8),,,
virginia,1970,ACC,5,6,0,0.455,0,6,0,0,-6.07,-7.62,Unranked,Unranked,Unranked,Unranked,Unranked,George Blackburn (5-6),,,
virginia,1969,ACC,3,7,0,0.3,1,5,0,0.167,-14.3,-9.3,Unranked,Unranked,Unranked,Unranked,Unranked,George Blackburn (3-7),,,
virginia,1968,ACC,7,3,0,0.7,3,2,0,0.6,5.95,-1.95,Unranked,Unranked,Unranked,Unranked,Unranked,George Blackburn (7-3),,,
virginia,1967,ACC,5,5,0,0.5,3,3,0,0.5,0.29,-0.22,Unranked,Unranked,Unranked,Unranked,Unranked,George Blackburn (5-5),,,
virginia,1966,ACC,4,6,0,0.4,3,3,0,0.5,-1.25,1.66,Unranked,Unranked,Unranked,Unranked,Unranked,George Blackburn (4-6),,,
virginia,1965,ACC,4,6,0,0.4,2,4,0,0.333,-0.62,2.38,Unranked,Unranked,Unranked,Unranked,Unranked,George Blackburn (4-6),,,
virginia,1964,ACC,5,5,0,0.5,1,5,0,0.167,-4.67,-2.07,Unranked,Unranked,Unranked,Unranked,Unranked,William Elias (5-5),,,
virginia,1963,ACC,2,7,1,0.25,0,5,1,0.083,-6.63,1.37,Unranked,Unranked,Unranked,Unranked,Unranked,William Elias (2-7-1),,,
virginia,1962,ACC,5,5,0,0.5,1,4,0,0.2,-4.29,-5.99,Unranked,Unranked,Unranked,Unranked,Unranked,William Elias (5-5),,,
virginia,1961,ACC,4,6,0,0.4,2,4,0,0.333,-3.88,1.12,Unranked,Unranked,Unranked,Unranked,Unranked,William Elias (4-6),,,
virginia,1960,ACC,0,10,0,0,0,6,0,0,-23.05,-3.55,Unranked,Unranked,Unranked,Unranked,Unranked,Richard Voris (0-10),,,
virginia,1959,ACC,0,10,0,0,0,5,0,0,-18.74,2.16,Unranked,Unranked,Unranked,Unranked,Unranked,Richard Voris (0-10),,,
virginia,1958,ACC,1,9,0,0.1,1,5,0,0.167,-12.47,3.03,Unranked,Unranked,Unranked,Unranked,Unranked,Richard Voris (1-9),,,
virginia,1957,ACC,3,6,1,0.35,2,4,0,0.333,1.04,5.54,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (3-6-1),,,
virginia,1956,ACC,3,7,0,0.3,1,4,0,0.2,-3.98,2.02,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (3-7),,,
virginia,1955,ACC,1,9,0,0.1,0,4,0,0,-11.43,-0.83,Unranked,Unranked,Unranked,Unranked,Unranked,Ned McDonald (1-9),,,
virginia,1954,ACC,3,6,0,0.333,0,2,0,0,-2.88,2.23,Unranked,Unranked,Unranked,Unranked,Unranked,Ned McDonald (3-6),,,
virginia,1953,Ind,1,8,0,0.111,0,0,0,0,-19.19,-3.42,Unranked,Unranked,Unranked,Unranked,Unranked,Ned McDonald (1-8),,,
virginia,1952,Ind,8,2,0,0.8,0,0,0,0,8.26,-4.94,Unranked,9,Unranked,Unranked,Unranked,Arthur Guepe (8-2),,,
virginia,1951,Ind,8,1,0,0.889,0,0,0,0,13.12,-2.22,Unranked,13,13,Unranked,Unranked,Arthur Guepe (8-1),,,
virginia,1950,Ind,8,2,0,0.8,0,0,0,0,6.73,-2.17,Unranked,Unranked,Unranked,Unranked,Unranked,Arthur Guepe (8-2),,,
virginia,1949,Ind,7,2,0,0.778,0,0,0,0,6.1,-3.01,Unranked,9,Unranked,Unranked,Unranked,Arthur Guepe (7-2),,,
virginia,1948,Ind,5,3,1,0.611,0,0,0,0,0.17,-2.05,Unranked,Unranked,Unranked,Unranked,Unranked,Arthur Guepe (5-3-1),,,
virginia,1947,Ind,7,3,0,0.7,0,0,0,0,12.14,1.74,Unranked,10,Unranked,Unranked,Unranked,Arthur Guepe (7-3),,,
virginia,1946,Ind,4,4,1,0.5,0,0,0,0,3.86,4.97,Unranked,Unranked,Unranked,Unranked,Unranked,Arthur Guepe (4-4-1),,,
virginia,1945,Ind,7,2,0,0.778,0,0,0,0,7.06,-6.83,Unranked,13,Unranked,Unranked,Unranked,Frank Murray (7-2),,,
virginia,1944,Ind,6,1,2,0.778,0,0,0,0,6.66,-5.23,Unranked,Unranked,Unranked,Unranked,Unranked,Frank Murray (6-1-2),,,
virginia,1943,Ind,3,4,1,0.438,0,0,0,0,-2.49,-1.36,Unranked,Unranked,Unranked,Unranked,Unranked,Frank Murray (3-4-1),,,
virginia,1942,Ind,2,6,1,0.278,0,0,0,0,-11.76,-5.99,Unranked,Unranked,Unranked,Unranked,Unranked,Frank Murray (2-6-1),,,
virginia,1941,Ind,8,1,0,0.889,0,0,0,0,8.77,-10.56,Unranked,Unranked,Unranked,Unranked,Unranked,Frank Murray (8-1),,,
virginia,1940,Ind,4,5,0,0.444,0,0,0,0,-1.44,-2.11,Unranked,Unranked,Unranked,Unranked,Unranked,Frank Murray (4-5),,,
virginia,1939,Ind,5,4,0,0.556,0,0,0,0,4.04,0.04,Unranked,Unranked,Unranked,Unranked,Unranked,Frank Murray (5-4),,,
virginia,1938,Ind,4,4,1,0.5,0,0,0,0,-5.34,-1.01,Unranked,Unranked,Unranked,Unranked,Unranked,Frank Murray (4-4-1),,,
virginia,1937,Ind,2,7,0,0.222,0,0,0,0,NA,NA,Unranked,Unranked,Unranked,Unranked,Unranked,Frank Murray (2-7),,,
virginia,1936,Southern,2,7,0,0.222,1,5,0,0.167,-13.56,-3.12,Unranked,Unranked,Unranked,Unranked,Unranked,Gus Tebell (2-7),,,
virginia,1935,Southern,1,5,4,0.3,0,3,2,0.2,-7.69,-1.79,Unranked,Unranked,Unranked,Unranked,Unranked,Gus Tebell (1-5-4),,,
virginia,1934,Southern,3,6,0,0.333,1,4,0,0.2,-8.02,0.31,Unranked,Unranked,Unranked,Unranked,Unranked,Gus Tebell (3-6),,,
virginia,1933,Southern,2,6,2,0.3,1,3,1,0.3,-4.77,-1.07,Unranked,Unranked,Unranked,Unranked,Unranked,Fred Dawson (2-6-2),,,
virginia,1932,Southern,5,4,0,0.556,2,3,0,0.4,-2.74,-5.07,Unranked,Unranked,Unranked,Unranked,Unranked,Fred Dawson (5-4),,,
virginia,1931,Southern,1,7,2,0.2,0,5,1,0.083,-8.26,-0.36,Unranked,Unranked,Unranked,Unranked,Unranked,Fred Dawson (1-7-2),,,
virginia,1930,Southern,4,6,0,0.4,2,5,0,0.286,-6.81,-1.81,Unranked,Unranked,Unranked,Unranked,Unranked,Earl Abell (4-6),,,
virginia,1929,Southern,4,3,2,0.556,1,3,2,0.333,-1.51,-1.73,Unranked,Unranked,Unranked,Unranked,Unranked,Earl Abell (4-3-2),,,
virginia,1928,Southern,2,6,1,0.278,1,6,0,0.143,-3.54,2.68,Unranked,Unranked,Unranked,Unranked,Unranked,Greasy Neale (2-6-1),,,
virginia,1927,Southern,5,4,0,0.556,4,4,0,0.5,2.36,1.92,Unranked,Unranked,Unranked,Unranked,Unranked,Greasy Neale (5-4),,,
virginia,1926,Southern,6,2,2,0.7,4,2,1,0.643,4.24,-2.26,Unranked,Unranked,Unranked,Unranked,Unranked,Greasy Neale (6-2-2),,,
virginia,1925,Southern,7,1,1,0.833,4,1,1,0.75,9.81,0.14,Unranked,Unranked,Unranked,Unranked,Unranked,Greasy Neale (7-1-1),,,
virginia,1924,Southern,5,4,0,0.556,3,2,0,0.6,2.75,3.19,Unranked,Unranked,Unranked,Unranked,Unranked,Greasy Neale (5-4),,,
virginia,1923,Southern,3,5,1,0.389,0,3,1,0.125,3.42,3.54,Unranked,Unranked,Unranked,Unranked,Unranked,Greasy Neale (3-5-1),,,
virginia,1922,Southern,4,4,1,0.5,1,1,1,0.5,9.51,6.62,Unranked,Unranked,Unranked,Unranked,Unranked,Thomas Campbell (4-4-1),,,
virginia,1921,Southern,5,4,0,0.556,0,2,0,0,2.08,0.19,Unranked,Unranked,Unranked,Unranked,Unranked,W. Warren (5-4),,,
virginia,1920,Ind,5,2,2,0.667,0,0,0,0,6.96,2.18,Unranked,Unranked,Unranked,Unranked,Unranked,W. Warren (5-2-2),,,
virginia,1919,Ind,2,5,2,0.333,0,0,0,0,-3.17,3.27,Unranked,Unranked,Unranked,Unranked,Unranked,Harris Coleman (2-5-2),,,
virginia,1916,Ind,4,5,0,0.444,0,0,0,0,3.72,4.94,Unranked,Unranked,Unranked,Unranked,Unranked,Peyton Evans (4-5),,,
virginia,1915,Ind,8,1,0,0.889,0,0,0,0,18.28,4.16,Unranked,Unranked,Unranked,Unranked,Unranked,Harry Varner (8-1),,,
virginia,1914,Ind,8,1,0,0.889,0,0,0,0,16.35,-0.65,Unranked,Unranked,Unranked,Unranked,Unranked,Joseph Wood (8-1),,,
virginia,1913,Ind,7,1,0,0.875,0,0,0,0,19.48,2.1,Unranked,Unranked,Unranked,Unranked,Unranked,W. Warren (7-1),,,
virginia,1912,Ind,6,3,0,0.667,0,0,0,0,4.35,-3.32,Unranked,Unranked,Unranked,Unranked,Unranked,Speed Elliott (6-3),,,
virginia,1911,Ind,8,2,0,0.8,0,0,0,0,8.87,-6.03,Unranked,Unranked,Unranked,Unranked,Unranked,Kemper Yancey (8-2),,,
virginia,1910,Ind,6,2,0,0.75,0,0,0,0,5.54,-3.34,Unranked,Unranked,Unranked,Unranked,Unranked,Charles Crawford (6-2),,,
virginia,1909,Ind,7,1,0,0.875,0,0,0,0,9.25,-5.25,Unranked,Unranked,Unranked,Unranked,Unranked,John Neff (7-1),,,
virginia,1908,Ind,7,0,1,0.938,0,0,0,0,10.21,-1.29,Unranked,Unranked,Unranked,Unranked,Unranked,M.T. Cooke (7-0-1),,,
virginia,1907,Ind,6,3,1,0.65,0,0,0,0,3.06,-4.54,Unranked,Unranked,Unranked,Unranked,Unranked,Edward Johnson (6-3-1),,,
virginia,1905,Ind,5,4,0,0.556,0,0,0,0,0.96,-2.04,Unranked,Unranked,Unranked,Unranked,Unranked,William Cole (5-4),,,
virginia,1904,Ind,6,3,0,0.667,0,0,0,0,11.71,8.15,Unranked,Unranked,Unranked,Unranked,Unranked,Foster Sanford (6-3),,,
virginia,1903,Ind,7,2,1,0.75,0,0,0,0,5.91,-4.79,Unranked,Unranked,Unranked,Unranked,Unranked,Gresham Poe (7-2-1),,,
virginia,1902,Ind,8,1,1,0.85,0,0,0,0,6.62,-3.68,Unranked,Unranked,Unranked,Unranked,Unranked,John DeSaulles (8-1-1),,,
virginia,1890,Ind,5,2,0,0.714,0,0,0,0,-2.05,-6.05,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1981,Southern,6,3,1,0.65,3,1,1,0.7,-4.15,-5.75,Unranked,Unranked,Unranked,Unranked,Unranked,Bob Thalman (6-3-1),,,
virginia-military-institute,1980,Southern,3,7,1,0.318,1,4,1,0.25,-12.18,-5.27,Unranked,Unranked,Unranked,Unranked,Unranked,Bob Thalman (3-7-1),,,
virginia-military-institute,1979,Southern,6,4,1,0.591,4,1,0,0.8,-7.94,-5.85,Unranked,Unranked,Unranked,Unranked,Unranked,Bob Thalman (6-4-1),,,
virginia-military-institute,1978,Southern,3,8,0,0.273,0,3,0,0,-11.85,-3.22,Unranked,Unranked,Unranked,Unranked,Unranked,Bob Thalman (3-8),,,
virginia-military-institute,1977,Southern,7,4,0,0.636,2,0,0,1,-0.28,-6.19,Unranked,Unranked,Unranked,Unranked,Unranked,Bob Thalman (7-4),,,
virginia-military-institute,1976,Southern,5,5,0,0.5,2,4,0,0.333,-5.54,-1.64,Unranked,Unranked,Unranked,Unranked,Unranked,Bob Thalman (5-5),,,
virginia-military-institute,1975,Southern,3,8,0,0.273,1,4,0,0.2,-11.47,-6.2,Unranked,Unranked,Unranked,Unranked,Unranked,Bob Thalman (3-8),,,
virginia-military-institute,1974,Southern,7,4,0,0.636,4,1,0,0.8,-2.48,-5.3,Unranked,Unranked,Unranked,Unranked,Unranked,Bob Thalman (7-4),,,
virginia-military-institute,1973,Southern,3,8,0,0.273,2,4,0,0.333,-15.46,-3.1,Unranked,Unranked,Unranked,Unranked,Unranked,Bob Thalman (3-8),,,
virginia-military-institute,1972,Southern,2,9,0,0.182,1,5,0,0.167,-18.93,-7.66,Unranked,Unranked,Unranked,Unranked,Unranked,Bob Thalman (2-9),,,
virginia-military-institute,1971,Southern,1,10,0,0.091,1,4,0,0.2,-20.39,-6.93,Unranked,Unranked,Unranked,Unranked,Unranked,Bob Thalman (1-10),,,
virginia-military-institute,1970,Southern,1,10,0,0.091,1,4,0,0.2,-25.79,-7.7,Unranked,Unranked,Unranked,Unranked,Unranked,Vito Ragazzo (1-10),,,
virginia-military-institute,1969,Southern,0,10,0,0,0,4,0,0,-25.14,-4.44,Unranked,Unranked,Unranked,Unranked,Unranked,Vito Ragazzo (0-10),,,
virginia-military-institute,1968,Southern,1,9,0,0.1,1,3,0,0.25,-14.65,-1.35,Unranked,Unranked,Unranked,Unranked,Unranked,Vito Ragazzo (1-9),,,
virginia-military-institute,1967,Southern,6,4,0,0.6,2,3,0,0.4,1.39,-2.21,Unranked,Unranked,Unranked,Unranked,Unranked,Vito Ragazzo (6-4),,,
virginia-military-institute,1966,Southern,2,8,0,0.2,1,3,0,0.25,-16.69,-5.49,Unranked,Unranked,Unranked,Unranked,Unranked,Vito Ragazzo (2-8),,,
virginia-military-institute,1965,Southern,3,7,0,0.3,3,2,0,0.6,-13.93,-6.63,Unranked,Unranked,Unranked,Unranked,Unranked,John McKenna (3-7),,,
virginia-military-institute,1964,Southern,1,9,0,0.1,1,4,0,0.2,-18.47,-8.17,Unranked,Unranked,Unranked,Unranked,Unranked,John McKenna (1-9),,,
virginia-military-institute,1963,Southern,3,5,2,0.4,3,1,2,0.667,-5.87,-5.77,Unranked,Unranked,Unranked,Unranked,Unranked,John McKenna (3-5-2),,,
virginia-military-institute,1962,Southern,6,4,0,0.6,6,0,0,1,-4.66,-4.86,Unranked,Unranked,Unranked,Unranked,Unranked,John McKenna (6-4),,,
virginia-military-institute,1961,Southern,6,4,0,0.6,4,2,0,0.667,-5.13,-7.33,Unranked,Unranked,Unranked,Unranked,Unranked,John McKenna (6-4),,,
virginia-military-institute,1960,Southern,7,2,1,0.75,4,1,0,0.8,-1.32,-9.32,Unranked,Unranked,Unranked,Unranked,Unranked,John McKenna (7-2-1),,,
virginia-military-institute,1959,Southern,8,1,1,0.85,5,0,1,0.917,2.34,-10.66,Unranked,Unranked,Unranked,Unranked,Unranked,John McKenna (8-1-1),,,
virginia-military-institute,1958,Southern,6,2,2,0.7,2,2,1,0.5,-2.1,-11.6,Unranked,Unranked,Unranked,Unranked,Unranked,John McKenna (6-2-2),,,
virginia-military-institute,1957,Southern,9,0,1,0.95,6,0,0,1,4.47,-6.23,Unranked,13,20,Unranked,Unranked,John McKenna (9-0-1),,,
virginia-military-institute,1956,Southern,3,6,1,0.35,2,3,1,0.417,-9.24,-4.54,Unranked,Unranked,Unranked,Unranked,Unranked,John McKenna (3-6-1),,,
virginia-military-institute,1955,Southern,1,9,0,0.1,1,6,0,0.143,-19.95,-5.35,Unranked,Unranked,Unranked,Unranked,Unranked,John McKenna (1-9),,,
virginia-military-institute,1954,Southern,4,6,0,0.4,4,3,0,0.571,-8.09,-1.99,Unranked,Unranked,Unranked,Unranked,Unranked,John McKenna (4-6),,,
virginia-military-institute,1953,Southern,5,5,0,0.5,3,3,0,0.5,-11.71,-12.31,Unranked,Unranked,Unranked,Unranked,Unranked,John McKenna (5-5),,,
virginia-military-institute,1952,Southern,3,6,1,0.35,2,3,1,0.417,-12.73,-4.43,Unranked,Unranked,Unranked,Unranked,Unranked,Thomas Nugent (3-6-1),,,
virginia-military-institute,1951,Southern,7,3,0,0.7,5,0,0,1,-1.91,-7.81,Unranked,Unranked,Unranked,Unranked,Unranked,Thomas Nugent (7-3),,,
virginia-military-institute,1950,Southern,6,4,0,0.6,5,1,0,0.833,-3.48,-6.48,Unranked,Unranked,Unranked,Unranked,Unranked,Thomas Nugent (6-4),,,
virginia-military-institute,1949,Southern,3,5,1,0.389,3,2,1,0.583,-10.98,-6.2,Unranked,Unranked,Unranked,Unranked,Unranked,Thomas Nugent (3-5-1),,,
virginia-military-institute,1948,Southern,6,3,0,0.667,5,1,0,0.833,2.2,-5.13,Unranked,Unranked,Unranked,Unranked,Unranked,Slick Morton (6-3),,,
virginia-military-institute,1947,Southern,3,5,1,0.389,2,3,1,0.417,-6.32,-2.09,Unranked,Unranked,Unranked,Unranked,Unranked,Slick Morton (3-5-1),,,
virginia-military-institute,1946,Southern,4,5,1,0.45,3,3,1,0.5,0.12,2.12,Unranked,Unranked,Unranked,Unranked,Unranked,Allison Hubert (4-5-1),,,
virginia-military-institute,1945,Southern,5,4,0,0.556,3,2,0,0.6,-2.89,-4.45,Unranked,Unranked,Unranked,Unranked,Unranked,Allison Hubert (5-4),,,
virginia-military-institute,1944,Southern,1,8,0,0.111,1,5,0,0.167,-16.4,-0.63,Unranked,Unranked,Unranked,Unranked,Unranked,Allison Hubert (1-8),,,
virginia-military-institute,1943,Southern,2,6,0,0.25,1,3,0,0.25,-18.76,-5.76,Unranked,Unranked,Unranked,Unranked,Unranked,Allison Hubert (2-6),,,
virginia-military-institute,1942,Southern,3,5,1,0.389,2,4,1,0.357,-5.65,-2.76,Unranked,Unranked,Unranked,Unranked,Unranked,Allison Hubert (3-5-1),,,
virginia-military-institute,1941,Southern,4,6,0,0.4,4,2,0,0.667,-4.58,-0.78,Unranked,Unranked,Unranked,Unranked,Unranked,Allison Hubert (4-6),,,
virginia-military-institute,1940,Southern,7,2,1,0.75,3,2,1,0.583,1.66,-4.54,Unranked,Unranked,Unranked,Unranked,Unranked,Allison Hubert (7-2-1),,,
virginia-military-institute,1939,Southern,6,3,1,0.65,3,1,1,0.7,3.35,1.65,Unranked,Unranked,Unranked,Unranked,Unranked,Allison Hubert (6-3-1),,,
virginia-military-institute,1938,Southern,6,1,4,0.727,4,0,3,0.786,0.9,-5.01,Unranked,Unranked,Unranked,Unranked,Unranked,Allison Hubert (6-1-4),,,
virginia-military-institute,1937,Southern,5,5,0,0.5,5,2,0,0.714,0.15,-2.85,Unranked,Unranked,Unranked,Unranked,Unranked,Allison Hubert (5-5),,,
virginia-military-institute,1936,Southern,6,4,0,0.6,5,2,0,0.714,-5.04,-6.24,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1935,Southern,2,7,1,0.25,0,3,1,0.125,-6.15,-1.55,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1934,Southern,1,8,0,0.111,0,5,0,0,-12.04,1.3,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1933,Southern,2,7,1,0.25,2,1,1,0.625,-11.55,-1.05,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1932,Southern,2,8,0,0.2,1,4,0,0.2,-11.92,-2.12,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1931,Southern,3,6,1,0.35,2,4,0,0.333,-8.29,-4.89,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1930,Southern,3,6,0,0.333,0,5,0,0,-13.04,-3.49,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1929,Southern,8,2,0,0.8,4,2,0,0.667,7.06,-1.44,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1928,Southern,5,3,2,0.6,2,3,1,0.417,1.19,-0.82,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1927,Southern,6,4,0,0.6,2,4,0,0.333,2.69,-3.21,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1926,Southern,5,5,0,0.5,2,4,0,0.333,-3.58,-2.88,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1925,Southern,5,5,0,0.5,1,5,0,0.167,2.07,-0.63,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1924,Southern,6,3,1,0.65,2,3,1,0.417,6.39,-2.21,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1923,Ind,9,1,0,0.9,0,0,0,0,12.2,-2.6,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1922,Ind,7,2,0,0.778,0,0,0,0,13.95,-0.94,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1921,Ind,3,5,1,0.389,0,0,0,0,-2.56,-2.23,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1920,Ind,9,0,0,1,0,0,0,0,17.37,-3.3,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1919,Ind,6,2,0,0.75,0,0,0,0,5.34,-2.53,Unranked,Unranked,Unranked,Unranked,Unranked,Red Fleming (6-2),,,
virginia-military-institute,1918,Ind,1,3,0,0.25,0,0,0,0,-7.22,-0.97,Unranked,Unranked,Unranked,Unranked,Unranked,Mose Goodman (1-3),,,
virginia-military-institute,1917,Ind,4,4,1,0.5,0,0,0,0,-0.11,-0.89,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-military-institute,1916,Ind,4,5,0,0.444,0,0,0,0,-1.71,-5.16,Unranked,Unranked,Unranked,Unranked,Unranked,Frank Gorton (4-5),,,
virginia-military-institute,1915,Ind,6,2,1,0.722,0,0,0,0,0.4,-2.38,Unranked,Unranked,Unranked,Unranked,Unranked,Frank Gorton (6-2-1),,,
virginia-military-institute,1914,Ind,4,4,0,0.5,0,0,0,0,-0.48,-1.1,Unranked,Unranked,Unranked,Unranked,Unranked,Frank Gorton (4-4),,,
virginia-military-institute,1913,Ind,7,1,2,0.8,0,0,0,0,5.57,-3.94,Unranked,Unranked,Unranked,Unranked,Unranked,Henry Poaque (7-1-2),,,
virginia-military-institute,1904,Ind,3,5,1,0.389,0,0,0,0,0.89,1.33,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
virginia-tech,2023,ACC,7,6,0,0.538,5,3,0,0.625,5.9,1.29,Unranked,Unranked,Unranked,Unranked,Unranked,Brent Pry (7-6),Military Bowl,Win,
virginia-tech,2022,ACC,3,8,0,0.273,1,6,0,0.143,-6.78,-0.96,Unranked,Unranked,Unranked,Unranked,Unranked,Brent Pry (3-8),,,
virginia-tech,2021,ACC,6,7,0,0.462,4,4,0,0.5,-0.33,0.67,Unranked,15,Unranked,Unranked,Unranked,"Justin Fuente (5-5), J.C. Price (1-2)",Pinstripe Bowl,Loss,
virginia-tech,2020,ACC,5,6,0,0.455,5,5,0,0.5,1.51,1.78,Unranked,19,Unranked,Unranked,Unranked,Justin Fuente (5-6),,,
virginia-tech,2019,ACC,8,5,0,0.615,5,3,0,0.625,3.37,-1.63,Unranked,23,Unranked,24,Unranked,Justin Fuente (8-5),Belk Bowl,Loss,
virginia-tech,2018,ACC,6,7,0,0.462,4,4,0,0.5,-0.37,1.55,20,12,Unranked,Unranked,Unranked,Justin Fuente (6-7),Military Bowl,Loss,
virginia-tech,2017,ACC,9,4,0,0.692,5,3,0,0.625,10.56,2.41,21,12,24,13,22,Justin Fuente (9-4),Camping World Bowl,Loss,
virginia-tech,2016,ACC,10,4,0,0.714,6,2,0,0.75,11,2.43,Unranked,16,16,14,22,Justin Fuente (10-4),Belk Bowl,Win,
virginia-tech,2015,ACC,7,6,0,0.538,4,4,0,0.5,5.04,1.65,Unranked,Unranked,Unranked,Unranked,Unranked,Frank Beamer (7-6),Independence Bowl,Win,
virginia-tech,2014,ACC,7,6,0,0.538,3,5,0,0.375,6.71,3.32,Unranked,17,Unranked,Unranked,Unranked,Frank Beamer (7-6),Military Bowl,Win,
virginia-tech,2013,ACC,8,5,0,0.615,5,3,0,0.625,6.41,4.49,Unranked,16,Unranked,Unranked,Unranked,Frank Beamer (8-5),Sun Bowl,Loss,
virginia-tech,2012,ACC,7,6,0,0.538,4,4,0,0.5,3.13,2.21,16,13,Unranked,Unranked,Unranked,Frank Beamer (7-6),Russell Athletic Bowl,Win,
virginia-tech,2011,ACC,11,3,0,0.786,7,1,0,0.875,8.21,0.21,13,5,21,Unranked,Unranked,Frank Beamer (11-3),Sugar Bowl,Loss,
virginia-tech,2010,ACC,11,3,0,0.786,8,0,0,1,14.03,2.74,10,10,16,Unranked,Unranked,Frank Beamer (11-3),Orange Bowl,Loss,
virginia-tech,2009,ACC,10,3,0,0.769,6,2,0,0.75,18.57,5.42,7,4,10,Unranked,Unranked,Frank Beamer (10-3),Chick-fil-A Bowl,Win,
virginia-tech,2008,ACC,10,4,0,0.714,5,3,0,0.625,8.14,2.43,17,15,15,Unranked,Unranked,Frank Beamer (10-4),Orange Bowl,Win,
virginia-tech,2007,ACC,11,3,0,0.786,7,1,0,0.875,14.22,2.86,9,5,9,Unranked,Unranked,Frank Beamer (11-3),Orange Bowl,Loss,
virginia-tech,2006,ACC,10,3,0,0.769,6,2,0,0.75,12.47,0.16,17,11,19,Unranked,Unranked,Frank Beamer (10-3),Chick-fil-A Bowl,Loss,
virginia-tech,2005,ACC,11,2,0,0.846,7,1,0,0.875,18.96,4.27,8,3,7,Unranked,Unranked,Frank Beamer (11-2),Gator Bowl,Win,
virginia-tech,2004,ACC,10,3,0,0.769,7,1,0,0.875,14.1,4.33,Unranked,9,10,Unranked,Unranked,Frank Beamer (10-3),Sugar Bowl,Loss,
virginia-tech,2003,Big East,8,5,0,0.615,4,3,0,0.571,8.91,0.6,9,3,Unranked,Unranked,Unranked,Frank Beamer (8-5),Insight Bowl,Loss,
virginia-tech,2002,Big East,10,4,0,0.714,3,4,0,0.429,11.16,2.31,16,3,18,Unranked,Unranked,Frank Beamer (10-4),San Francisco Bowl,Win,
virginia-tech,2001,Big East,8,4,0,0.667,4,3,0,0.571,12.16,2.16,9,5,18,Unranked,Unranked,Frank Beamer (8-4),Gator Bowl,Loss,
virginia-tech,2000,Big East,11,1,0,0.917,6,1,0,0.857,19.42,4,11,2,6,Unranked,Unranked,Frank Beamer (11-1),Gator Bowl,Win,
virginia-tech,1999,Big East,11,1,0,0.917,7,0,0,1,18.66,0.99,13,2,2,Unranked,Unranked,Frank Beamer (11-1),Sugar Bowl,Loss,
virginia-tech,1998,Big East,9,3,0,0.75,5,2,0,0.714,13.27,0.19,Unranked,14,23,Unranked,Unranked,Frank Beamer (9-3),Music City Bowl,Win,
virginia-tech,1997,Big East,7,5,0,0.583,5,2,0,0.714,1.04,-3.79,Unranked,14,Unranked,Unranked,Unranked,Frank Beamer (7-5),Gator Bowl,Loss,
virginia-tech,1996,Big East,10,2,0,0.833,6,1,0,0.857,13.84,2.43,16,10,13,Unranked,Unranked,Frank Beamer (10-2),Orange Bowl,Loss,
virginia-tech,1995,Big East,10,2,0,0.833,6,1,0,0.857,13.05,0.46,24,10,10,Unranked,Unranked,Frank Beamer (10-2),Sugar Bowl,Win,
