Team,Season,Conference,Wins,Losses,Ties,Winning_Pct,Conference_Wins,Conference_Losses,Conference_Ties,Conference_Winning_Pct,Simple_Rating_System,Strength_Of_Schedule,AP_Poll_Preseason_Rank,AP_Poll_Highest_Rank,AP_Poll_Postseason_Rank,CFP_Highest_Rank,CFP_Final_Rank,Coach(es),Bowl_Game,Bowl_Result,Notes
air-force,2023,MWC,9,4,0,0.692,5,3,0,0.625,3.25,-4.14,Unranked,17,Unranked,25,Unranked,Troy Calhoun (9-4),Armed Forces Bowl,Win,
air-force,2022,MWC,10,3,0,0.769,5,3,0,0.625,4.13,-7.41,Unranked,Unranked,Unranked,Unranked,Unranked,Troy Calhoun (10-3),Armed Forces Bowl,Win,
air-force,2021,MWC,10,3,0,0.769,6,2,0,0.75,8.7,-1.84,Unranked,Unranked,Unranked,Unranked,Unranked,Troy Calhoun (10-3),First Responder Bowl,Win,
air-force,2020,MWC,3,3,0,0.5,2,2,0,0.5,0.85,-4.99,Unranked,Unranked,Unranked,Unranked,Unranked,Troy Calhoun (3-3),,,
air-force,2019,MWC,11,2,0,0.846,7,1,0,0.875,10.47,-2.22,Unranked,22,22,Unranked,Unranked,Troy Calhoun (11-2),Cheez-It Bowl,Win,
air-force,2018,MWC,5,7,0,0.417,3,5,0,0.375,-1.72,-3.8,Unranked,Unranked,Unranked,Unranked,Unranked,Troy Calhoun (5-7),,,
air-force,2017,MWC,5,7,0,0.417,4,4,0,0.5,-4.77,-1.02,Unranked,Unranked,Unranked,Unranked,Unranked,Troy Calhoun (5-7),,,
air-force,2016,MWC,10,3,0,0.769,5,3,0,0.625,4.09,-4.53,Unranked,Unranked,Unranked,Unranked,Unranked,Troy Calhoun (10-3),Arizona Bowl,Win,
air-force,2015,MWC,8,6,0,0.571,6,2,0,0.75,0.36,-3.14,Unranked,Unranked,Unranked,Unranked,Unranked,Troy Calhoun (8-6),Armed Forces Bowl,Loss,
air-force,2014,MWC,10,3,0,0.769,5,3,0,0.625,2.2,-4.88,Unranked,Unranked,Unranked,Unranked,Unranked,Troy Calhoun (10-3),Famous Idaho Potato Bowl,Win,
air-force,2013,MWC,2,10,0,0.167,0,8,0,0,-14.88,-3.22,Unranked,Unranked,Unranked,Unranked,Unranked,Troy Calhoun (2-10),,,
air-force,2012,MWC,6,7,0,0.462,5,3,0,0.625,-7.35,-6.35,Unranked,Unranked,Unranked,Unranked,Unranked,Troy Calhoun (6-7),Armed Forces Bowl,Loss,
air-force,2011,MWC,7,6,0,0.538,3,4,0,0.429,-0.38,-4.23,Unranked,Unranked,Unranked,Unranked,Unranked,Troy Calhoun (7-6),Military Bowl,Loss,
air-force,2010,MWC,9,4,0,0.692,5,3,0,0.625,6.87,-1.05,Unranked,23,Unranked,Unranked,Unranked,Troy Calhoun (9-4),Independence Bowl,Win,
air-force,2009,MWC,8,5,0,0.615,5,3,0,0.625,6.57,-2.28,Unranked,Unranked,Unranked,Unranked,Unranked,Troy Calhoun (8-5),Armed Forces Bowl,Win,
air-force,2008,MWC,8,5,0,0.615,5,3,0,0.625,2.55,-2.53,Unranked,Unranked,Unranked,Unranked,Unranked,Troy Calhoun (8-5),Armed Forces Bowl,Loss,
air-force,2007,MWC,9,4,0,0.692,6,2,0,0.75,5.36,-2.33,Unranked,Unranked,Unranked,Unranked,Unranked,Troy Calhoun (9-4),Armed Forces Bowl,Loss,
air-force,2006,MWC,4,8,0,0.333,3,5,0,0.375,-2.94,0.81,Unranked,Unranked,Unranked,Unranked,Unranked,Fisher DeBerry (4-8),,,
air-force,2005,MWC,4,7,0,0.364,3,5,0,0.375,-4.38,-1.65,Unranked,Unranked,Unranked,Unranked,Unranked,Fisher DeBerry (4-7),,,
air-force,2004,MWC,5,6,0,0.455,3,4,0,0.429,0.52,1.16,Unranked,Unranked,Unranked,Unranked,Unranked,Fisher DeBerry (5-6),,,
air-force,2003,MWC,7,5,0,0.583,3,4,0,0.429,1.14,-2.94,Unranked,Unranked,Unranked,Unranked,Unranked,Fisher DeBerry (7-5),,,
air-force,2002,MWC,8,5,0,0.615,4,3,0,0.571,2.96,-3.27,Unranked,18,Unranked,Unranked,Unranked,Fisher DeBerry (8-5),San Francisco Bowl,Loss,
air-force,2001,MWC,6,6,0,0.5,3,4,0,0.429,-6.3,-3.22,Unranked,Unranked,Unranked,Unranked,Unranked,Fisher DeBerry (6-6),,,
air-force,2000,MWC,9,3,0,0.75,5,2,0,0.714,2.84,-4.33,Unranked,Unranked,Unranked,Unranked,Unranked,Fisher DeBerry (9-3),Silicon Valley Bowl,Win,
air-force,1999,MWC,6,5,0,0.545,2,5,0,0.286,2.35,-1.56,Unranked,24,Unranked,Unranked,Unranked,Fisher DeBerry (6-5),,,
air-force,1998,WAC,12,1,0,0.923,7,1,0,0.875,12.59,-3.25,Unranked,13,13,Unranked,Unranked,Fisher DeBerry (12-1),Oahu Classic,Win,
air-force,1997,WAC,10,3,0,0.769,6,2,0,0.75,2.85,-4.38,Unranked,18,Unranked,Unranked,Unranked,Fisher DeBerry (10-3),Las Vegas Bowl,Loss,
air-force,1996,WAC,6,5,0,0.545,5,3,0,0.625,5.24,-0.76,Unranked,Unranked,Unranked,Unranked,Unranked,Fisher DeBerry (6-5),,,
air-force,1995,WAC,8,5,0,0.615,6,2,0,0.75,4.21,0.74,Unranked,21,Unranked,Unranked,Unranked,Fisher DeBerry (8-5),Copper Bowl,Loss,
air-force,1994,WAC,8,4,0,0.667,6,2,0,0.75,5.34,-0.08,Unranked,Unranked,Unranked,Unranked,Unranked,Fisher DeBerry (8-4),,,
air-force,1993,WAC,4,8,0,0.333,1,7,0,0.125,-7.94,-5.94,Unranked,Unranked,Unranked,Unranked,Unranked,Fisher DeBerry (4-8),,,
air-force,1992,WAC,7,5,0,0.583,4,4,0,0.5,-2.03,-2.28,Unranked,Unranked,Unranked,Unranked,Unranked,Fisher DeBerry (7-5),Liberty Bowl,Loss,
air-force,1991,WAC,10,3,0,0.769,6,2,0,0.75,4.73,-3.89,Unranked,25,25,Unranked,Unranked,Fisher DeBerry (10-3),Liberty Bowl,Win,
air-force,1990,WAC,7,5,0,0.583,3,4,0,0.429,0.78,-0.22,Unranked,Unranked,Unranked,Unranked,Unranked,Fisher DeBerry (7-5),Liberty Bowl,Win,
air-force,1989,WAC,8,4,1,0.654,5,1,1,0.786,7.2,-0.41,Unranked,17,Unranked,Unranked,Unranked,Fisher DeBerry (8-4-1),Liberty Bowl,Loss,
air-force,1988,WAC,5,7,0,0.417,3,5,0,0.375,-0.53,0.39,Unranked,Unranked,Unranked,Unranked,Unranked,Fisher DeBerry (5-7),,,
air-force,1987,WAC,9,4,0,0.692,6,2,0,0.75,4.91,-2.25,Unranked,Unranked,Unranked,Unranked,Unranked,Fisher DeBerry (9-4),Freedom Bowl,Loss,
air-force,1986,WAC,6,5,0,0.545,5,2,0,0.714,-0.88,-1.7,Unranked,Unranked,Unranked,Unranked,Unranked,Fisher DeBerry (6-5),,,
air-force,1985,WAC,12,1,0,0.923,7,1,0,0.875,16.36,0.13,Unranked,4,8,Unranked,Unranked,Fisher DeBerry (12-1),Bluebonnet Bowl,Win,
air-force,1984,WAC,8,4,0,0.667,4,3,0,0.571,8.58,-0.09,Unranked,Unranked,Unranked,Unranked,Unranked,Fisher DeBerry (8-4),Independence Bowl,Win,
air-force,1983,WAC,10,2,0,0.833,5,2,0,0.714,8.43,-2.99,Unranked,13,13,Unranked,Unranked,Ken Hatfield (10-2),Independence Bowl,Win,
air-force,1982,WAC,8,5,0,0.615,4,3,0,0.571,3.32,1.17,Unranked,Unranked,Unranked,Unranked,Unranked,Ken Hatfield (8-5),Hall of Fame Classic,Win,
air-force,1981,WAC,4,7,0,0.364,2,3,0,0.4,-6.02,0.89,Unranked,Unranked,Unranked,Unranked,Unranked,Ken Hatfield (4-7),,,
air-force,1980,WAC,2,9,1,0.208,1,3,0,0.25,-7.01,2.49,Unranked,Unranked,Unranked,Unranked,Unranked,Ken Hatfield (2-9-1),,,
air-force,1979,Ind,2,9,0,0.182,0,0,0,0,-10.27,-0.45,Unranked,Unranked,Unranked,Unranked,Unranked,Ken Hatfield (2-9),,,
air-force,1978,Ind,3,8,0,0.273,0,0,0,0,-14.03,-4.21,Unranked,Unranked,Unranked,Unranked,Unranked,Bill Parcells (3-8),,,
air-force,1977,Ind,2,8,1,0.227,0,0,0,0,-6.24,6.85,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (2-8-1),,,
air-force,1976,Ind,4,7,0,0.364,0,0,0,0,-7.15,-0.06,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (4-7),,,
air-force,1975,Ind,2,8,1,0.227,0,0,0,0,-2.93,5.53,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (2-8-1),,,
air-force,1974,Ind,2,9,0,0.182,0,0,0,0,-7.01,-1.65,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (2-9),,,
air-force,1973,Ind,6,4,0,0.6,0,0,0,0,3.88,3.38,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (6-4),,,
air-force,1972,Ind,6,4,0,0.6,0,0,0,0,3.66,-2.24,Unranked,16,Unranked,Unranked,Unranked,Ben Martin (6-4),,,
air-force,1971,Ind,6,4,0,0.6,0,0,0,0,5.5,4.3,Unranked,18,Unranked,Unranked,Unranked,Ben Martin (6-4),,,
air-force,1970,Ind,9,3,0,0.75,0,0,0,0,15.2,5.03,Unranked,7,16,Unranked,Unranked,Ben Martin (9-3),Sugar Bowl,Loss,
air-force,1969,Ind,6,4,0,0.6,0,0,0,0,12.13,6.23,Unranked,19,Unranked,Unranked,Unranked,Ben Martin (6-4),,,
air-force,1968,Ind,7,3,0,0.7,0,0,0,0,7.17,-1.04,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (7-3),,,
air-force,1967,Ind,2,6,2,0.3,0,0,0,0,-4.33,3.47,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (2-6-2),,,
air-force,1966,Ind,4,6,0,0.4,0,0,0,0,-0.33,3.77,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (4-6),,,
air-force,1965,Ind,3,6,1,0.35,0,0,0,0,1.44,2.94,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (3-6-1),,,
air-force,1964,Ind,4,5,1,0.45,0,0,0,0,5.6,9,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (4-5-1),,,
air-force,1963,Ind,7,4,0,0.636,0,0,0,0,8.97,2.88,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (7-4),Gator Bowl,Loss,
air-force,1962,Ind,5,5,0,0.5,0,0,0,0,0.45,0.95,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (5-5),,,
air-force,1961,Ind,3,7,0,0.3,0,0,0,0,-9.71,-1.41,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (3-7),,,
air-force,1960,Ind,4,6,0,0.4,0,0,0,0,0.1,2.8,Unranked,Unranked,Unranked,Unranked,Unranked,Ben Martin (4-6),,,
air-force,1959,Ind,5,4,1,0.55,0,0,0,0,3.06,0.06,15,15,Unranked,Unranked,Unranked,Ben Martin (5-4-1),,,
air-force,1958,Ind,9,0,2,0.909,0,0,0,0,14.31,2.4,Unranked,6,6,Unranked,Unranked,Ben Martin (9-0-2),Cotton Bowl,Tie,
air-force,1957,Ind,3,6,1,0.35,0,0,0,0,-11.67,-7.17,Unranked,Unranked,Unranked,Unranked,Unranked,Buck Shaw (3-6-1),,,
akron,2023,MAC,2,10,0,0.167,1,7,0,0.125,-18.64,-8.39,Unranked,Unranked,Unranked,Unranked,Unranked,Joe Moorhead (2-10),,,
akron,2022,MAC,2,10,0,0.167,1,7,0,0.125,-13.49,-5.16,Unranked,Unranked,Unranked,Unranked,Unranked,Joe Moorhead (2-10),,,
akron,2021,MAC,2,10,0,0.167,1,7,0,0.125,-16.82,-4.41,Unranked,Unranked,Unranked,Unranked,Unranked,"Tom Arth (2-7), Oscar Rodriguez (0-3)",,,
akron,2020,MAC,1,5,0,0.167,1,5,0,0.167,-8.82,5.52,Unranked,Unranked,Unranked,Unranked,Unranked,Tom Arth (1-5),,,
akron,2019,MAC,0,12,0,0,0,8,0,0,-26.64,-7.06,Unranked,Unranked,Unranked,Unranked,Unranked,Tom Arth (0-12),,,
akron,2018,MAC,4,8,0,0.333,2,6,0,0.25,-11.66,-3.33,Unranked,Unranked,Unranked,Unranked,Unranked,Terry Bowden (4-8),,,
akron,2017,MAC,7,7,0,0.5,6,2,0,0.75,-4.82,-1.96,Unranked,Unranked,Unranked,Unranked,Unranked,Terry Bowden (7-7),Boca Raton Bowl,Loss,
akron,2016,MAC,5,7,0,0.417,3,5,0,0.375,-6.52,-3.93,Unranked,Unranked,Unranked,Unranked,Unranked,Terry Bowden (5-7),,,
akron,2015,MAC,8,5,0,0.615,5,3,0,0.625,-0.37,-4.44,Unranked,Unranked,Unranked,Unranked,Unranked,Terry Bowden (8-5),Famous Idaho Potato Bowl,Win,
akron,2014,MAC,5,7,0,0.417,3,5,0,0.375,-9.23,-7.73,Unranked,Unranked,Unranked,Unranked,Unranked,Terry Bowden (5-7),,,
akron,2013,MAC,5,7,0,0.417,4,4,0,0.5,-9.86,-4.28,Unranked,Unranked,Unranked,Unranked,Unranked,Terry Bowden (5-7),,,
akron,2012,MAC,1,11,0,0.083,0,8,0,0,-15.31,-4.31,Unranked,Unranked,Unranked,Unranked,Unranked,Terry Bowden (1-11),,,
akron,2011,MAC,1,11,0,0.083,0,8,0,0,-19.11,-3.52,Unranked,Unranked,Unranked,Unranked,Unranked,Rob Ianello (1-11),,,
akron,2010,MAC,1,11,0,0.083,1,7,0,0.125,-21.54,-6.29,Unranked,Unranked,Unranked,Unranked,Unranked,Rob Ianello (1-11),,,
akron,2009,MAC,3,9,0,0.25,2,6,0,0.25,-14.65,-4.99,Unranked,Unranked,Unranked,Unranked,Unranked,J.D. Brookhart (3-9),,,
akron,2008,MAC,5,7,0,0.417,3,5,0,0.375,-6.87,-4.95,Unranked,Unranked,Unranked,Unranked,Unranked,J.D. Brookhart (5-7),,,
akron,2007,MAC,4,8,0,0.333,3,5,0,0.375,-12.52,-5.27,Unranked,Unranked,Unranked,Unranked,Unranked,J.D. Brookhart (4-8),,,
akron,2006,MAC,5,7,0,0.417,3,5,0,0.375,-9.7,-6.7,Unranked,Unranked,Unranked,Unranked,Unranked,J.D. Brookhart (5-7),,,
akron,2005,MAC,7,6,0,0.538,5,3,0,0.625,-5.5,-4.96,Unranked,Unranked,Unranked,Unranked,Unranked,J.D. Brookhart (7-6),Motor City Bowl,Loss,
akron,2004,MAC,6,5,0,0.545,6,2,0,0.75,-9.06,-7.16,Unranked,Unranked,Unranked,Unranked,Unranked,J.D. Brookhart (6-5),,,
akron,2003,MAC,7,5,0,0.583,5,3,0,0.625,-5.96,-8.62,Unranked,Unranked,Unranked,Unranked,Unranked,Lee Owens (7-5),,,
akron,2002,MAC,4,8,0,0.333,3,5,0,0.375,-9.42,-4.92,Unranked,Unranked,Unranked,Unranked,Unranked,Lee Owens (4-8),,,
akron,2001,MAC,4,7,0,0.364,4,4,0,0.5,-9.08,-3.62,Unranked,Unranked,Unranked,Unranked,Unranked,Lee Owens (4-7),,,
akron,2000,MAC,6,5,0,0.545,5,3,0,0.625,-5.38,-7.65,Unranked,Unranked,Unranked,Unranked,Unranked,Lee Owens (6-5),,,
akron,1999,MAC,7,4,0,0.636,5,3,0,0.625,-7.63,-9.63,Unranked,Unranked,Unranked,Unranked,Unranked,Lee Owens (7-4),,,
akron,1998,MAC,4,7,0,0.364,3,6,0,0.333,-13.41,-10.5,Unranked,Unranked,Unranked,Unranked,Unranked,Lee Owens (4-7),,,
akron,1997,MAC,2,9,0,0.182,2,7,0,0.222,-13.11,-0.29,Unranked,Unranked,Unranked,Unranked,Unranked,Lee Owens (2-9),,,
akron,1996,MAC,4,7,0,0.364,3,5,0,0.375,-16.69,-10.6,Unranked,Unranked,Unranked,Unranked,Unranked,Lee Owens (4-7),,,
akron,1995,MAC,2,9,0,0.182,2,6,0,0.25,-18.58,-4.67,Unranked,Unranked,Unranked,Unranked,Unranked,Lee Owens (2-9),,,
akron,1994,MAC,1,10,0,0.091,1,8,0,0.111,-31.17,-13.71,Unranked,Unranked,Unranked,Unranked,Unranked,Gerry Faust (1-10),,,
akron,1993,MAC,5,6,0,0.455,4,4,0,0.5,-16.66,-14.57,Unranked,Unranked,Unranked,Unranked,Unranked,Gerry Faust (5-6),,,
akron,1992,MAC,7,3,1,0.682,5,3,0,0.625,-7.97,-11.51,Unranked,Unranked,Unranked,Unranked,Unranked,Gerry Faust (7-3-1),,,
akron,1991,Ind,5,6,0,0.455,0,0,0,0,-13.9,-9.27,Unranked,Unranked,Unranked,Unranked,Unranked,Gerry Faust (5-6),,,
akron,1990,Ind,3,7,1,0.318,0,0,0,0,-11.15,-9.15,Unranked,Unranked,Unranked,Unranked,Unranked,Gerry Faust (3-7-1),,,
akron,1989,Ind,6,4,1,0.591,0,0,0,0,-6.72,-10.18,Unranked,Unranked,Unranked,Unranked,Unranked,Gerry Faust (6-4-1),,,
akron,1988,Ind,5,6,0,0.455,0,0,0,0,-9.97,-9.7,Unranked,Unranked,Unranked,Unranked,Unranked,Gerry Faust (5-6),,,
akron,1987,Ind,4,7,0,0.364,0,0,0,0,-17.13,-11.03,Unranked,Unranked,Unranked,Unranked,Unranked,Gerry Faust (4-7),,,
akron,1975,Ind,7,4,0,0.636,0,0,0,0,-7.7,-10.24,Unranked,Unranked,Unranked,Unranked,Unranked,Jim Dennison (7-4),,,
alabama,2023,SEC,12,2,0,0.857,9,0,0,1,18.16,6.58,4,3,5,4,4,Nick Saban (12-2),Rose Bowl,Loss,
alabama,2022,SEC,11,2,0,0.846,6,2,0,0.75,19.66,4.58,1,1,5,5,5,Nick Saban (11-2),Sugar Bowl,Win,
alabama,2021,SEC,13,2,0,0.867,7,1,0,0.875,19.62,5.69,1,1,2,1,1,Nick Saban (13-2),Cotton Bowl,Loss,
alabama,2020,SEC,13,0,0,1,10,0,0,1,30.26,9.72,3,1,1,1,1,Nick Saban (13-0),Rose Bowl,Win,"National Championships: AP, CFP"
alabama,2019,SEC,11,2,0,0.846,6,2,0,0.75,21.11,2.81,2,1,8,3,13,Nick Saban (11-2),Citrus Bowl,Win,
alabama,2018,SEC,14,1,0,0.933,8,0,0,1,25.29,6.63,1,1,2,1,1,Nick Saban (14-1),Orange Bowl,Loss,
alabama,2017,SEC,13,1,0,0.929,7,1,0,0.875,21.25,5.46,1,1,1,1,4,Nick Saban (13-1),Sugar Bowl,Win,"National Championships: AP, CFP"
alabama,2016,SEC,14,1,0,0.933,8,0,0,1,25.62,7.29,1,1,2,1,1,Nick Saban (14-1),Peach Bowl,Loss,
alabama,2015,SEC,14,1,0,0.933,7,1,0,0.875,23.72,7.46,3,1,1,2,2,Nick Saban (14-1),Cotton Bowl,Win,"National Championships: AP, CFP"
alabama,2014,SEC,12,2,0,0.857,7,1,0,0.875,20.34,7.27,2,1,4,1,1,Nick Saban (12-2),Sugar Bowl,Loss,
alabama,2013,SEC,11,2,0,0.846,7,1,0,0.875,20.06,3.76,1,1,7,Unranked,Unranked,Nick Saban (11-2),Sugar Bowl,Loss,
alabama,2012,SEC,13,1,0,0.929,7,1,0,0.875,24.51,5.51,2,1,1,Unranked,Unranked,Nick Saban (13-1),BCS Championship,Win,"National Championships: AP, BCS, FWAA, NFF, USA"
alabama,2011,SEC,12,1,0,0.923,7,1,0,0.875,24.44,4.21,2,1,1,Unranked,Unranked,Nick Saban (12-1),BCS Championship,Win,"National Championships: AP, BCS, FWAA, NFF, USA"
alabama,2010,SEC,10,3,0,0.769,5,3,0,0.625,18.31,4.69,1,1,10,Unranked,Unranked,Nick Saban (10-3),Capital One Bowl,Win,
alabama,2009,SEC,14,0,0,1,8,0,0,1,23.69,6.62,5,1,1,Unranked,Unranked,Nick Saban (14-0),BCS Championship,Win,"National Championships: AP, BCS, FWAA, NFF, USA"
alabama,2008,SEC,12,2,0,0.857,8,0,0,1,16.15,2.93,24,1,6,Unranked,Unranked,Nick Saban (12-2),Sugar Bowl,Loss,
alabama,2007,SEC,7,6,0,0.538,4,4,0,0.5,8.09,4.4,Unranked,16,Unranked,Unranked,Unranked,Nick Saban (7-6),Independence Bowl,Win,record adjusted to 2-6-0 by NCAA
alabama,2006,SEC,6,7,0,0.462,2,6,0,0.25,5.64,4.03,Unranked,Unranked,Unranked,Unranked,Unranked,"Mike Shula (6-6), Joe Kines (0-1)",Independence Bowl,Loss,record adjusted to 0-7-0 by NCAA
alabama,2005,SEC,10,2,0,0.833,6,2,0,0.75,12.89,1.97,Unranked,4,8,Unranked,Unranked,Mike Shula (10-2),Cotton Bowl,Win,record adjusted to 0-2-0 by NCAA
alabama,2004,SEC,6,6,0,0.5,3,5,0,0.375,5.77,0.68,Unranked,Unranked,Unranked,Unranked,Unranked,Mike Shula (6-6),Music City Bowl,Loss,
alabama,2003,SEC,4,9,0,0.308,2,6,0,0.25,5.27,7.27,Unranked,21,Unranked,Unranked,Unranked,Mike Shula (4-9),,,
alabama,2002,SEC,10,3,0,0.769,6,2,0,0.75,15.8,4.57,Unranked,9,11,Unranked,Unranked,Dennis Franchione (10-3),,,
alabama,2001,SEC,7,5,0,0.583,4,4,0,0.5,9.66,4.91,25,25,Unranked,Unranked,Unranked,Dennis Franchione (7-5),Independence Bowl,Win,
alabama,2000,SEC,3,8,0,0.273,3,5,0,0.375,1.04,4.86,3,3,Unranked,Unranked,Unranked,Mike DuBose (3-8),,,
alabama,1999,SEC,10,3,0,0.769,7,1,0,0.875,17.19,9.26,20,5,8,Unranked,Unranked,Mike DuBose (10-3),Orange Bowl,Loss,
alabama,1998,SEC,7,5,0,0.583,4,4,0,0.5,5.38,6.05,Unranked,22,Unranked,Unranked,Unranked,Mike DuBose (7-5),Music City Bowl,Loss,
alabama,1997,SEC,4,7,0,0.364,2,6,0,0.25,5.55,6.82,15,11,Unranked,Unranked,Unranked,Mike DuBose (4-7),,,
alabama,1996,SEC,10,3,0,0.769,6,2,0,0.75,12.51,4.2,15,7,11,Unranked,Unranked,Gene Stallings (10-3),Outback Bowl,Win,
alabama,1995,SEC,8,3,0,0.727,5,3,0,0.625,7.21,1.39,10,10,21,Unranked,Unranked,Gene Stallings (8-3),,,
alabama,1994,SEC,12,1,0,0.923,8,0,0,1,13.72,4.79,12,3,5,Unranked,Unranked,Gene Stallings (12-1),Citrus Bowl,Win,
alabama,1993,SEC,9,3,1,0.731,5,2,1,0.688,10.16,1.7,2,2,14,Unranked,Unranked,Gene Stallings (9-3-1),Gator Bowl,Win,record adjusted to 1-12-0 by NCAA
alabama,1992,SEC,13,0,0,1,8,0,0,1,18.97,2.74,9,1,1,Unranked,Unranked,Gene Stallings (13-0),Sugar Bowl,Win,"National Championships: AP, FWAA, UPI-NFF, USA-CNN"
alabama,1991,SEC,11,1,0,0.917,6,1,0,0.857,12.08,1.74,22,5,5,Unranked,Unranked,Gene Stallings (11-1),Blockbuster Bowl,Win,
alabama,1990,SEC,7,5,0,0.583,5,2,0,0.714,7.38,1.38,12,12,Unranked,Unranked,Unranked,Gene Stallings (7-5),Fiesta Bowl,Loss,
alabama,1989,SEC,10,2,0,0.833,6,1,0,0.857,15.97,4.97,16,2,9,Unranked,Unranked,Bill Curry (10-2),Sugar Bowl,Loss,
alabama,1988,SEC,9,3,0,0.75,4,3,0,0.571,11.55,2.46,14,12,17,Unranked,Unranked,Bill Curry (9-3),Sun Bowl,Win,
alabama,1987,SEC,7,5,0,0.583,4,2,0,0.667,10.8,6.88,Unranked,11,Unranked,Unranked,Unranked,Bill Curry (7-5),Hall of Fame Bowl,Loss,
alabama,1986,SEC,10,3,0,0.769,4,2,0,0.667,17.24,5.93,5,2,9,Unranked,Unranked,Ray Perkins (10-3),Sun Bowl,Win,
alabama,1985,SEC,9,2,1,0.792,4,1,1,0.75,17.95,7.62,Unranked,10,13,Unranked,Unranked,Ray Perkins (9-2-1),Aloha Bowl,Win,
alabama,1984,SEC,5,6,0,0.455,2,4,0,0.333,7.04,5.59,9,9,Unranked,Unranked,Unranked,Ray Perkins (5-6),,,
alabama,1983,SEC,8,4,0,0.667,4,2,0,0.667,17.16,7.99,13,3,15,Unranked,Unranked,Ray Perkins (8-4),Sun Bowl,Win,
alabama,1982,SEC,8,4,0,0.667,3,3,0,0.5,14.99,6.66,3,2,Unranked,Unranked,Unranked,Bear Bryant (8-4),Liberty Bowl,Win,
alabama,1981,SEC,9,2,1,0.792,6,0,0,1,17.07,5.98,4,2,7,Unranked,Unranked,Bear Bryant (9-2-1),Cotton Bowl,Loss,
alabama,1980,SEC,10,2,0,0.833,5,1,0,0.833,23.8,7.39,2,1,6,Unranked,Unranked,Bear Bryant (10-2),Cotton Bowl,Win,
alabama,1979,SEC,12,0,0,1,6,0,0,1,22.7,4.04,2,1,1,Unranked,Unranked,Bear Bryant (12-0),Sugar Bowl,Win,"National Championships: AP, FWAA, NFF, UPI"
alabama,1978,SEC,11,1,0,0.917,6,0,0,1,25.99,11.83,1,1,1,Unranked,Unranked,Bear Bryant (11-1),Sugar Bowl,Win,"National Championships: AP, FWAA, NFF"
alabama,1977,SEC,11,1,0,0.917,7,0,0,1,24.48,8.15,6,2,2,Unranked,Unranked,Bear Bryant (11-1),Sugar Bowl,Win,
alabama,1976,SEC,9,3,0,0.75,5,2,0,0.714,18.41,7.33,6,6,11,Unranked,Unranked,Bear Bryant (9-3),Liberty Bowl,Win,
alabama,1975,SEC,11,1,0,0.917,6,0,0,1,23.05,5.89,2,2,3,Unranked,Unranked,Bear Bryant (11-1),Sugar Bowl,Win,
alabama,1974,SEC,11,1,0,0.917,6,0,0,1,22.55,7.55,4,2,5,Unranked,Unranked,Bear Bryant (11-1),Orange Bowl,Loss,
alabama,1973,SEC,11,1,0,0.917,8,0,0,1,26.1,7.68,6,1,4,Unranked,Unranked,Bear Bryant (11-1),Sugar Bowl,Loss,National Championships: UPI
alabama,1972,SEC,10,2,0,0.833,7,1,0,0.875,25.6,10.19,7,2,7,Unranked,Unranked,Bear Bryant (10-2),Cotton Bowl,Loss,
alabama,1971,SEC,11,1,0,0.917,7,0,0,1,27.66,11.91,16,2,4,Unranked,Unranked,Bear Bryant (11-1),Orange Bowl,Loss,
alabama,1970,SEC,6,5,1,0.542,3,4,0,0.429,14.45,10.62,16,16,Unranked,Unranked,Unranked,Bear Bryant (6-5-1),Bluebonnet Bowl,Tie,
alabama,1969,SEC,6,5,0,0.545,2,4,0,0.333,9.03,7.39,13,13,Unranked,Unranked,Unranked,Bear Bryant (6-5),Liberty Bowl,Loss,
alabama,1968,SEC,8,3,0,0.727,4,2,0,0.667,10.96,7.42,10,7,17,Unranked,Unranked,Bear Bryant (8-3),Gator Bowl,Loss,
alabama,1967,SEC,8,2,1,0.773,5,1,0,0.833,16.13,8.59,2,2,8,Unranked,Unranked,Bear Bryant (8-2-1),Cotton Bowl,Loss,
alabama,1966,SEC,11,0,0,1,6,0,0,1,23.75,3.85,1,1,3,Unranked,Unranked,Bear Bryant (11-0),Sugar Bowl,Win,
alabama,1965,SEC,9,1,1,0.864,6,1,1,0.813,24.39,11.02,5,1,1,Unranked,Unranked,Bear Bryant (9-1-1),Orange Bowl,Win,"National Championships: AP, FWAA"
alabama,1964,SEC,10,1,0,0.909,8,0,0,1,22.06,8.15,6,1,1,Unranked,Unranked,Bear Bryant (10-1),Orange Bowl,Loss,"National Championships: AP, UPI"
alabama,1963,SEC,9,2,0,0.818,6,2,0,0.75,18.34,7.61,3,2,8,Unranked,Unranked,Bear Bryant (9-2),Sugar Bowl,Win,
